SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Salado,014908,014 BELL,12,AA,3,1230,1,17,80,2,24.8,5,10,5,31,5,96.6,0,5,110,92.4,83,95,95,90,85,99,.,66,86,67,65,91,70.8,32.4,1017,21.5,163,93,1,3,4,57,10,25,90000,59776,50753,41548,12,7.5,13.3,39.1,10.7,20.2,20,2,3,95,0,76,7,4,2,6,4,421043,1.333000,12286918,9775,25,73,2,3062309,33,16066078,8533856,6789,58,5,6,10,21,4962604,3948,70,11,7,0,5,0,6,0
Temple,014909,014 BELL,12,AA,17,8507,29,34,35,2,63.9,7,11,7,20,6,94.5,0.6,9.9,477,83.8,63,86,86,73,65,86,45,59,78,83,53,86,51.9,35.3,1026,21.7,1241,609,1,3,10,49,12,25,91962,60713,48980,41240,33,6.9,14,42.6,10.7,18.2,17.7,9,11,79,1,66,11,7,4,5,7,288011,1.240000,75579771,9022,33,54,13,15778918,26,73045850,64907976,7748,57,7,5,10,21,37233822,4445,61,16,14,1,3,1,3,2
Troy,014910,014 BELL,12,AA,4,1283,3,22,75,1,39.5,2,14,2,22,8,96,0,3.6,100,90.2,73,93,94,82,73,91,40,62,77,58,59,88,55.6,28.9,1025,21.7,174,95,2,3,4,55,14,22,74090,63090,49299,38406,9,7.4,13.5,33.7,13.1,13.8,19.9,0,4,95,1,82,9,2,0,5,1,163998,1.268000,11671591,9126,60,36,4,774814,8,10756799,9167474,7168,53,7,6,12,21,4889928,3823,61,18,9,0,5,1,5,1
Por Vida Academy,015801,015 BEXAR,20,EA,3,372,4,92,4,0,75.8,1,20,1,51,0,85.4,.,25.8,41,33.3,24,61,.,18,28,56,.,23,40,.,21,28,13.2,0,824,.,47,22,6,10,21,47,0,15,63167,52637,34276,38704,84,8,16.9,91.1,1.8,27,55.8,18,58,25,0,81,15,0,0,4,0,0,0.000000,2841825,8638,77,7,17,816300,18,2954052,2914938,8860,30,22,16,16,16,871206,2648,48,8,34,0,8,0,2,0
George Gervin Academy,015802,015 BEXAR,20,EA,2,575,41,49,10,1,95.3,3,9,3,10,0,86.7,.,30.6,72,27.8,27,67,.,29,28,63,20,31,50,.,29,23,14.5,0,725,.,56,31,1,2,1,56,0,40,70000,41040,32999,29874,71,10.3,18.5,86.2,3.4,3.2,34.8,24,44,32,0,100,0,0,0,0,0,0,0.000000,4041908,7179,84,2,14,1081113,31,3572525,3570706,6342,46,5,5,31,13,1644146,2920,50,11,31,0,8,0,1,0
Higgs Carter King Gifted,015803,015 BEXAR,20,EA,1,498,11,83,6,1,99.4,8,5,6,0,0,94.8,0,0,8,100,63,94,93,77,53,75,71,61,.,.,63,.,0,.,.,.,26,20,3,9,12,77,0,0,110777,58682,47667,31483,73,19.2,24.9,85,4,15,22,25,40,35,0,100,0,0,0,0,0,0,0.000000,2831682,8989,81,3,16,1090913,77,2208304,2208304,7010,46,14,5,20,15,1024604,3253,60,12,27,1,0,0,0,0
New Frontiers Charter,015805,015 BEXAR,20,EA,3,583,2,94,5,0,90.2,11,12,10,0,0,94,1.6,.,0,.,61,84,82,77,51,80,.,60,88,.,60,.,.,.,.,.,69,47,4,4,6,68,6,12,74664,60059,41659,43129,73,8.4,12.4,61.6,5.8,31.7,16.4,13,60,26,2,86,13,0,1,0,0,0,0.000000,5601745,8934,79,1,20,686333,17,5087893,5077852,8099,55,11,7,19,8,2788038,4447,53,19,27,1,0,0,0,0
School of Excellence,015806,015 BEXAR,20,AA,7,2658,43,49,8,1,78.7,4,10,4,22,0,96.1,1.3,15.8,43,70.2,52,81,81,61,53,78,48,52,66,78,50,43,.,2.6,753,15.2,381,174,1,6,25,46,0,23,78500,49220,27248,33103,85,7,15.3,99,0.7,11.4,30.4,54,24,22,0,85,7,0,3,4,0,0,0.000000,17387598,7599,89,1,10,2452313,13,17268012,16305450,7127,51,13,6,16,14,8316804,3635,63,11,20,1,4,0,2,0
Southwest Preparatory,015807,015 BEXAR,20,EA,4,920,22,61,15,1,57.6,2,13,1,28,3,83.9,.,39.8,153,14.7,31,68,.,29,39,76,18,34,36,.,27,39,25.7,5.4,838,.,117,41,9,12,25,35,14,6,69180,33942,38199,38143,55,7.8,22.6,80,4.7,24.8,34.6,23,31,46,0,51,24,15,0,9,0,0,0.000000,7897302,8330,78,8,15,2062790,28,7667336,6941783,7323,46,22,12,13,8,3161182,3335,35,24,22,1,7,1,0,9
John H Wood Jr Public Chart,015808,015 BEXAR,20,EN,4,257,23,50,27,0,100,9,51,9,0,0,99.1,1.4,42.9,12,42.9,18,55,.,11,33,44,.,.,29,.,18,30,16.7,.,.,.,67,23,4,11,16,34,0,34,73776,52868,53731,44469,55,3.8,11.2,74.2,2.9,26.2,57.7,9,31,61,0,85,15,0,0,0,0,0,0.000000,4609469,17072,82,2,16,2410987,52,4697247,4665265,17279,42,36,7,7,9,1953736,7236,8,66,25,0,1,0,0,0
Bexar County Academy,015809,015 BEXAR,20,AA,1,504,8,90,1,1,96,13,5,12,0,0,92.9,0,.,0,.,56,87,78,66,86,.,33,58,.,.,56,.,.,.,.,.,51,35,0,4,8,69,19,0,.,32314,20706,29816,69,9.8,14.2,80.7,2.8,2.5,23.1,11,30,42,17,66,3,28,3,0,0,0,0.000000,3532307,7051,84,0,16,170425,6,3245911,3179298,6346,48,16,15,12,8,1535541,3065,64,10,23,3,0,0,0,0
La Escuela De Las Americas,015811,015 BEXAR,20,AU,1,149,0,100,0,0,83.2,50,5,48,0,0,96.3,.,.,0,.,33,69,82,53,22,.,.,33,.,.,33,.,.,.,.,.,19,9,3,8,5,47,8,29,84000,52573,35000,38470,100,7.8,16.4,100,0.1,11,66.7,11,89,0,0,64,11,0,25,0,0,0,0.000000,959913,7741,86,0,14,488334,42,1007810,1007810,8128,47,20,8,19,6,472145,3808,76,1,21,1,0,0,0,0
George I Sanchez Charter,015812,015 BEXAR,20,EA,1,118,1,93,6,0,66.1,0,20,0,27,0,82.2,13.5,63.6,26,10.6,14,78,.,18,29,76,.,14,.,.,15,82,0,.,.,.,20,12,1,13,0,61,0,25,53985,40199,.,37399,71,5.9,9.7,88.6,4.3,27.7,51.1,0,69,31,0,84,10,0,0,6,0,0,0.000000,1221035,9927,89,0,10,-189628,-25,1236437,1231154,10009,45,13,10,24,8,553999,4504,57,16,27,0,0,0,0,0
Guardian Angel Perf Arts,015813,015 BEXAR,20,NR,1,7,43,57,0,0,14.3,0,0,0,0,0,87.1,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,0,10,29,61,0,0,.,18702,12466,12928,86,2.1,3.4,0,18.4,53.3,32.3,77,0,23,0,100,0,0,0,0,0,0,0.000000,84080,8408,85,0,15,64784,96,55900,55900,5590,39,4,23,34,0,21900,2190,100,0,0,0,0,0,0,0
Positive Solutions Charter,015814,015 BEXAR,20,EA,2,161,4,90,6,0,62.1,0,10,0,30,0,83,0,43.1,13,9.7,21,65,.,16,34,53,.,20,.,.,22,24,9.1,.,.,.,26,12,8,8,15,46,0,23,71488,59497,33877,29127,77,6.2,13.4,50,15.8,16.7,49.4,8,50,42,0,88,0,0,0,12,0,0,0.000000,1217150,8061,77,0,23,438761,23,1626036,1626036,10768,44,23,25,1,7,711543,4712,69,15,16,0,0,0,0,0
Radiance Acad of Learning,015815,015 BEXAR,20,EA,6,632,15,70,14,1,75.8,6,9,5,10,0,93.4,1.7,39.1,17,34.8,44,82,83,53,43,87,53,41,57,.,44,58,6.7,.,.,.,85,55,4,2,2,65,7,20,78182,48645,30084,35071,58,7.5,11.5,52.3,8.7,21,21,17,31,52,0,87,7,4,1,1,0,0,0.000000,3579906,7189,88,1,11,301322,8,3454914,3454914,6938,47,11,14,21,7,1610294,3234,57,11,31,0,1,0,0,0
Academy of Careers and Tech,015816,015 BEXAR,20,EA,1,161,3,88,9,0,67.7,4,15,4,100,0,91.3,.,0,3,9.1,28,67,.,26,23,77,.,29,20,.,32,19,.,.,.,.,33,20,3,12,24,61,0,0,104000,31490,19245,28675,73,4.9,8.1,100,1.3,5,55.6,25,15,45,15,90,10,0,0,0,0,0,0.000000,1732805,13644,80,2,18,738226,58,1344252,1333306,10498,35,24,11,22,8,466365,3672,40,12,43,0,6,0,0,0
San Antonio Can,015817,015 BEXAR,20,EA,1,399,1,95,5,0,76.9,4,13,3,63,0,82.1,.,38.7,88,28.6,24,67,.,22,29,66,.,25,.,.,22,29,5,.,.,.,55,25,1,4,29,45,5,15,101667,53513,44872,42418,56,7.2,15.9,69.5,5.8,24.2,37.8,4,44,48,4,79,12,0,0,9,0,0,0.000000,3750491,9238,88,6,7,124677,4,3301057,3300907,8130,51,10,13,15,11,1665778,4103,59,11,27,2,2,0,0,0
Shekinah Radiance Academy,015819,015 BEXAR,20,EA,5,945,43,29,27,1,65.2,5,7,5,6,0,94.2,0,25.9,22,70.4,41,80,82,54,42,64,37,38,50,44,40,45,4.8,.,.,.,113,84,2,1,4,74,2,17,67981,70000,35033,34664,60,8.3,11.3,56.6,7.6,14.1,49.1,36,19,43,2,87,8,2,1,1,0,0,0.000000,6782576,7437,85,2,13,525915,9,6586492,6577126,7212,51,11,5,24,8,3339404,3662,67,9,23,0,1,0,0,0
San Antonio Sch for Inquiry,015820,015 BEXAR,20,EA,2,275,3,84,13,0,92.7,0,14,0,0,0,97.9,3.3,19.4,17,22.6,39,71,93,43,43,80,80,34,56,.,38,61,5.9,.,.,.,27,17,2,6,18,62,1,11,49400,36742,27613,29314,40,10.3,16.6,97.1,1.8,11.6,52.6,12,17,71,0,94,5,0,0,1,0,0,0.000000,2163753,9016,81,0,18,340359,23,2001147,2000695,8336,37,10,12,30,12,737285,3072,43,14,43,0,0,0,0,0
Jubilee Academic Center,015822,015 BEXAR,20,AA,2,535,9,81,11,0,75.1,5,9,5,0,0,95.7,0,8,23,88,54,87,89,68,45,78,43,54,63,.,51,82,50,0,740,.,83,43,1,7,12,52,6,22,72500,49249,35598,30877,68,6.4,12.3,65.4,4.9,6.9,25,0,53,47,0,87,6,7,0,0,0,0,0.000000,3943900,8725,83,4,14,407608,12,3775855,3725015,8241,49,13,7,16,16,1808820,4002,57,8,32,2,0,0,2,0
San Antonio Technology Acad,015823,015 BEXAR,20,EA,1,89,0,98,2,0,85.4,0,16,0,58,0,91.5,.,0,25,62.1,23,58,.,20,33,93,.,24,.,.,24,45,0,.,.,.,16,9,9,0,3,56,0,31,70069,.,48258,28138,63,5.6,9.9,44.4,15.7,11.1,52.4,11,33,56,0,89,0,0,0,11,0,0,0.000000,866736,12746,71,0,29,284,0,808203,808203,11885,51,20,1,24,5,408153,6002,30,13,51,0,5,0,0,0
San Antonio Prep Academy,015824,015 BEXAR,20,AA,1,284,15,62,22,1,44.4,4,7,4,0,0,94.5,4.8,.,0,.,66,88,91,73,50,75,45,57,96,.,66,.,.,.,.,.,12,1,16,2,8,8,8,57,45803,34783,45900,15855,90,23.2,.,100,3,100,93.9,100,0,0,0,0,100,0,0,0,0,0,0.000000,1258594,4804,89,1,10,-77403,-6,1386164,1386164,5291,39,13,13,24,12,541676,2067,72,12,16,1,0,0,0,0
Lighthouse Charter,015825,015 BEXAR,20,AA,1,127,8,81,11,0,85,2,12,3,0,2,94.4,.,.,0,.,53,78,63,58,67,.,.,45,83,.,49,.,.,.,.,.,18,11,6,6,6,61,0,22,40000,51000,78000,30727,89,7.1,11.5,90.9,3.2,18.2,43.3,9,64,18,9,100,0,0,0,0,0,0,0.000000,771207,11685,84,2,14,387955,50,855945,855945,12969,50,21,3,13,14,424672,6434,59,17,23,0,0,0,1,0
Kipp Aspire Academy,015826,015 BEXAR,20,RE,1,353,1,98,1,0,100,22,9,20,0,0,96.8,0,.,0,.,77,95,99,88,72,97,.,77,.,.,77,.,.,.,.,.,44,18,3,7,8,41,11,29,82733,64598,53680,54538,50,7.9,19.4,41.8,8.5,19.8,70.7,0,25,64,11,95,5,0,0,0,0,0,0.000000,3438099,10744,56,35,8,50222,2,3242148,3216390,10051,48,20,8,9,15,1528259,4776,99,1,0,0,0,0,1,0
Sch of Science and Technolo,015827,015 BEXAR,20,RE,1,405,9,52,31,9,31.4,0,4,0,9,1,96,0,.,0,.,92,98,99,96,92,99,.,90,94,94,90,.,.,.,.,.,31,26,0,9,0,85,0,6,.,67675,.,36314,26,13.1,15.4,100,1,16.2,26.4,0,11,77,11,100,0,0,0,0,0,0,0.000000,2714593,8302,80,10,10,510614,22,2211987,2002227,6123,48,14,6,24,9,963748,2947,64,7,17,4,7,1,0,0
Harmony Sci Acad (San Anton,015828,015 BEXAR,20,EX,1,371,5,70,18,7,49.3,4,5,4,0,16,96.5,0,.,0,.,93,99,96,94,93,.,83,92,98,95,92,.,.,.,.,.,29,25,0,10,0,87,0,3,.,67842,.,34493,24,12.8,14.7,83.2,3.5,7.9,59.9,4,20,72,4,99,0,0,0,0,1,0,0.000000,2903252,9645,78,7,15,393866,14,2468651,2307692,7667,50,15,6,23,6,1141713,3793,68,8,19,4,0,1,0,0
Brooks Acad of Sci and Eng,015830,015 BEXAR,20,AA,1,451,4,80,14,2,51.2,4,4,1,0,12,93.2,2.3,.,0,.,59,95,91,62,76,95,55,57,70,60,58,.,.,.,.,.,30,25,3,7,3,83,0,3,76740,42000,19400,42520,57,15,18,88,3.3,4,21.1,12,44,44,0,82,0,0,0,0,18,0,0.000000,1869553,7956,82,1,17,.,.,1661809,1654917,7042,46,14,17,17,6,758855,3229,98,2,0,0,0,0,0,0
Alamo Heights,015901,015 BEXAR,20,AA,5,4572,2,33,63,2,19,5,7,5,5,18,95.9,0.3,3.1,305,92,86,97,97,90,87,95,61,74,92,89,66,99,.,55.6,1126,23.6,558,314,1,2,7,56,9,25,121494,75006,59336,53186,36,8.2,14.6,22.1,14.4,47.8,11.6,2,20,78,0,71,9,5,4,0,11,965603,1.157000,46975790,10356,16,80,4,10033180,18,77949461,37592174,8288,59,9,5,11,17,21995265,4849,69,16,7,0,1,2,4,1
Harlandale,015904,015 BEXAR,20,AA,31,14101,1,96,3,0,90.8,15,11,13,28,6,95,0.4,10.7,693,72.2,63,89,93,72,66,92,59,63,74,92,62,83,47.6,5.9,848,18.1,2067,958,1,3,8,46,9,32,80457,66521,54534,47177,76,6.8,14.7,37.9,11.5,31.2,12.9,3,62,34,1,70,14,0,9,5,3,84900,1.349000,141893781,10063,64,22,14,6180912,6,148630898,118850106,8429,56,5,7,12,20,66613895,4724,56,14,16,7,3,1,1,3
Edgewood,015905,015 BEXAR,20,AA,20,11735,1,98,1,0,94.5,20,13,17,18,7,94.7,0.2,17.1,422,65.7,57,84,90,67,62,85,59,57,68,80,57,75,57,6.4,834,16.2,1766,818,0,2,12,46,8,31,100549,66900,55742,46519,83,6.6,14.3,41.1,11.3,27.4,14.4,4,69,26,2,68,13,1,13,3,3,75178,1.405000,117681277,9884,67,17,16,18555288,19,130885773,105513508,8862,54,9,5,12,20,56668105,4760,49,15,22,10,2,0,2,1
Randolph Field,015906,015 BEXAR,20,RE,3,1159,23,17,54,5,11.4,1,8,1,6,11,97,0,0,62,98.4,91,98,99,95,92,97,85,90,95,86,93,99,.,46.6,1071,23.8,168,90,2,2,10,54,7,24,101808,73352,57776,51562,25,6.9,12.8,17.4,17.2,38.7,12.8,4,12,84,0,79,10,5,0,1,6,0,0.000000,15155355,13213,40,6,54,3927568,32,13353885,11358283,9903,56,8,5,11,21,6352625,5538,71,15,5,0,1,4,3,0
San Antonio,015907,015 BEXAR,20,AA,105,54726,8,89,3,0,88.3,17,12,15,19,6,94.4,0.6,26,2140,60.5,59,86,90,68,62,87,49,59,69,71,57,75,72.5,6.6,834,16.5,7563,3388,1,2,11,45,12,29,87726,71917,57675,49376,79,7.2,16.2,29.9,13.6,37.5,12.4,12,56,31,1,64,12,4,11,3,6,195387,1.250000,538548507,9735,50,32,19,33521190,8,553166339,471278422,8519,56,6,6,11,22,263861719,4770,46,19,22,8,2,0,1,2
South San Antonio,015908,015 BEXAR,20,AA,19,9804,2,96,2,0,88.3,17,10,16,20,4,94.5,0.6,22.7,428,70.7,55,84,92,64,62,88,41,55,68,80,54,77,59.1,4.3,828,17.4,1407,686,1,3,7,49,12,28,74380,63578,55722,48025,80,7,14.3,39.7,12.1,31.4,9.6,2,66,31,1,53,10,5,16,4,12,111912,1.445000,95339299,9742,64,20,16,23249034,30,113004441,78997603,8073,56,7,6,10,21,44528397,4550,45,14,22,10,4,3,2,0
Somerset,015909,015 BEXAR,20,AA,7,3551,2,84,14,0,78.5,12,9,10,19,7,94,0.5,19.7,136,68.2,57,85,92,66,60,85,48,55,71,57,54,75,48.7,7.3,849,16.9,550,249,1,2,7,45,9,35,83452,57222,50121,44796,67,6.5,14.2,58.1,8.1,23.1,21.5,2,50,48,0,75,11,0,6,4,3,89354,1.194000,32669968,9224,68,19,13,11436258,45,37077035,27427106,7743,55,8,4,10,23,15129224,4271,50,16,20,5,4,1,3,0
North East,015910,015 BEXAR,20,RE,71,61910,9,47,39,4,39.2,8,11,7,21,8,95.4,0.2,3.3,3779,90.3,82,95,97,87,85,96,69,75,90,90,70,95,80.7,33.8,1024,21.7,8217,4233,0,2,11,52,9,26,138066,76174,61115,50931,39,7.5,14.6,32.9,11.5,31.1,11.2,3,22,74,1,66,14,2,6,4,9,404761,1.403000,579777831,9504,24,70,6,75132466,16,681720137,474264951,7774,61,5,6,10,19,289874667,4752,64,22,5,1,4,2,1,1
East Central,015911,015 BEXAR,20,AA,13,8770,11,59,29,1,56.5,6,12,5,21,7,95,0.3,10.1,436,76.6,62,88,91,71,66,85,52,58,74,69,55,90,67.7,16.9,936,18.8,1195,573,1,3,8,48,14,26,84654,73668,56392,48697,41,7.3,15.3,36.4,11.6,27,14.4,5,25,68,1,59,12,12,6,3,7,185165,1.190000,70762038,8354,56,35,10,6628512,11,70334610,61955769,7315,58,6,6,11,20,35595172,4202,60,18,13,3,3,2,1,1
Southwest,015912,015 BEXAR,20,AA,14,10911,3,89,7,1,80.6,15,12,14,21,4,94.4,0.7,9.6,521,75.5,59,88,91,70,58,82,61,58,74,65,56,83,45.9,7.1,882,17.8,1370,669,1,3,9,49,6,32,107773,70525,59014,48707,64,8,16.3,40.7,10.1,27.8,15.3,4,44,51,2,69,12,1,12,4,2,128366,1.195000,102648947,9834,63,25,13,6355280,8,105525185,79932647,7658,57,7,6,10,20,45467149,4356,62,16,15,1,3,0,1,1
Lackland,015913,015 BEXAR,20,RE,2,859,21,21,53,5,34.7,2,10,2,16,4,96.4,0,0,34,91.2,89,99,98,93,87,94,83,94,92,70,89,96,55.2,31.3,1040,22.1,166,78,1,2,13,47,14,23,113783,78264,56945,51514,44,5.2,11.1,20.6,13.5,35.5,17.5,6,19,73,1,78,9,8,1,3,1,0,0.000000,12858243,14746,39,8,53,6429598,54,10905425,10197393,11694,55,7,5,12,21,5593019,6414,67,21,8,1,2,1,1,0
Ft Sam Houston,015914,015 BEXAR,20,AA,2,1425,30,18,46,6,33.2,3,12,3,11,6,96.1,0.4,4,71,92,76,93,91,82,80,95,65,76,82,83,70,89,93.5,32.8,1017,22.6,222,112,1,3,9,50,11,26,101997,74306,65655,50988,39,6.4,12.8,20.2,15.2,43.2,10.2,10,13,75,2,82,13,1,2,2,0,0,0.000000,20878149,15733,33,12,55,3444673,23,30193155,14874293,11209,58,11,5,9,17,8581944,6467,56,35,4,0,2,1,2,0
Northside,015915,015 BEXAR,20,RE,96,85544,8,63,25,4,47.4,7,12,6,20,9,94.9,0.3,9.2,4300,79.9,77,94,95,84,81,95,72,73,87,89,70,93,65.8,25.2,985,20.9,11544,5508,0,2,11,48,10,30,100622,72794,54903,49253,52,7.4,15.5,35.7,11.4,32.4,10.8,3,35,61,1,62,13,11,7,3,5,318570,1.263000,728215879,8896,36,56,8,48592823,8,874107552,607859034,7426,59,6,5,10,21,357272322,4364,65,21,7,1,3,1,2,1
Judson,015916,015 BEXAR,20,AA,25,20601,27,48,22,3,58.3,8,10,6,25,7,94.9,0.4,14.4,1047,76.6,64,89,91,74,66,89,56,62,77,76,58,82,52.7,18.2,939,19,2858,1447,1,2,7,51,0,39,66840,68216,54391,46698,44,7.2,14.2,42.1,9.6,25,15.7,9,22,67,2,71,11,5,4,4,5,256825,1.410000,177423959,8765,45,47,8,32716633,23,182955939,147599279,7292,59,6,5,11,19,87482488,4322,66,18,9,0,4,1,1,1
Southside,015917,015 BEXAR,20,AA,9,4991,2,85,12,1,73.1,13,11,12,26,7,94.6,0.3,18.7,236,69.4,60,88,89,70,63,85,58,59,69,61,59,73,41.5,4.8,833,16.8,662,347,1,3,9,52,6,29,92783,65949,54881,43983,66,7.5,14.4,57.7,7.3,16,21.9,3,52,44,1,68,9,3,8,5,6,94291,1.360000,50440026,10296,66,23,11,17183719,49,55909985,35808640,7309,55,7,6,11,21,19772827,4036,61,11,16,4,3,0,2,2
Johnson City,016901,016 BLANCO,13,AA,3,678,1,22,74,3,29.6,7,12,7,21,9,96,0,7.3,35,85.4,76,92,92,81,82,93,60,60,80,80,62,91,80,33.3,1010,23.3,110,60,3,3,5,55,13,22,76298,68452,54238,45264,8,6.2,11.3,20,14.6,20,20.3,0,2,98,0,76,9,4,0,5,5,711204,1.178000,8728991,12560,21,75,3,1760439,28,7097017,6243588,8984,60,8,5,11,16,3729019,5365,65,16,7,0,6,1,4,0
Blanco,016902,016 BLANCO,13,AA,3,983,1,29,69,1,42.4,6,10,6,25,12,95.7,0,0,68,95.8,69,90,89,79,75,94,60,50,77,.,55,96,74.1,32.6,1069,22.2,156,89,2,2,5,57,10,24,81000,77667,52187,44067,12,6.3,11,20.2,13.9,16.8,11.6,0,2,98,0,73,8,7,1,5,5,564376,1.094000,11517016,11716,31,63,7,2990801,32,9706128,8453291,8599,58,8,5,12,17,4889944,4975,66,12,10,1,6,2,4,1
Borden County,017901,017 BORDEN,17,RE,1,166,0,19,73,8,34.3,2,8,2,52,9,96.6,0,0,19,100,84,98,97,90,84,98,.,59,89,92,79,100,88.2,40,1076,21.3,46,19,2,2,7,41,2,45,137900,77460,45888,49943,13,3.6,8.7,10.5,14.8,14.7,5.1,0,10,90,0,80,4,7,0,9,0,4130337,1.034000,5092940,35615,14,83,4,4691949,50,4597068,4034259,28212,38,14,3,26,19,1550324,10841,61,18,6,0,8,0,7,0
Clifton,018901,018 BOSQUE,12,AA,4,1170,4,26,69,1,47.4,8,12,7,20,5,96.4,0,1.3,72,97.4,73,94,94,85,68,92,32,54,81,86,57,94,87.9,13.8,981,20.1,175,92,2,4,6,52,11,25,61029,53830,44214,39653,7,6.7,12.7,23.2,12.7,10.5,17.4,0,3,97,0,81,8,6,1,4,0,352185,1.168000,10365362,8905,30,61,9,4841375,59,9930608,8474850,7281,60,6,5,13,15,5078002,4363,69,14,8,0,4,1,4,0
Meridian,018902,018 BOSQUE,12,AA,2,523,5,31,62,2,45.1,7,12,7,31,13,96.8,0,3.2,26,80.6,77,93,97,84,81,95,73,61,83,80,73,94,90.5,21.1,952,18.9,76,42,0,3,4,56,8,29,.,65838,43463,39766,8,6.9,12.3,23.5,13.5,12.9,18,0,2,98,0,82,4,3,3,6,2,244881,1.335000,7948412,15054,43,45,12,1993100,48,6522716,5715647,10825,56,7,4,11,22,3216857,6093,41,41,7,0,6,0,4,1
Morgan,018903,018 BOSQUE,12,RE,1,118,7,57,36,0,87.3,19,30,18,9,5,95.9,0,0,11,100,69,89,73,82,78,96,33,63,84,.,69,88,60,.,.,.,31,17,3,3,0,54,6,33,45390,71000,.,37170,13,3.8,6.9,40.9,13.4,6.5,6.6,12,0,88,0,84,6,0,1,9,0,434853,1.040000,1912865,14944,47,37,16,277795,18,1654625,1613333,12604,58,9,5,12,16,931287,7276,42,16,32,1,6,0,4,0
Valley Mills,018904,018 BOSQUE,12,AA,3,590,3,19,77,1,46.8,6,14,6,26,4,95.8,0,2,49,94.1,76,94,96,86,75,96,78,63,78,.,67,89,57.5,17.4,971,19.2,88,48,1,5,4,55,5,32,71208,58985,42258,39253,11,6.7,12.2,45,11.3,14.5,27.8,0,4,96,0,81,8,5,2,3,1,285488,1.314000,5699990,9223,52,44,5,1184408,23,5568620,5043657,8161,54,10,5,13,19,2716115,4395,66,14,9,1,4,0,6,0
Walnut Springs,018905,018 BOSQUE,12,AA,4,212,1,48,51,0,80.2,17,11,17,25,9,96,2.1,0,10,100,64,84,.,73,65,85,.,55,71,.,58,77,0,.,.,.,42,22,0,2,5,51,0,42,.,65000,41100,38619,11,5,9.8,100,0,18.4,38.3,0,9,91,0,82,9,0,0,10,0,292465,0.900000,2622860,12610,56,25,20,-77932,-3,2900874,2326197,11184,60,9,5,11,15,1382983,6649,43,11,36,1,6,0,3,0
Iredell,018906,018 BOSQUE,12,AA,1,131,2,17,81,1,51.1,2,19,2,54,2,97.6,0,0,9,81.8,68,88,.,76,66,86,.,50,71,.,56,100,57.1,.,.,.,26,17,4,0,0,63,0,33,68000,.,.,37667,4,5,7.9,33.5,9.1,6,21.1,0,0,100,0,85,6,0,0,5,4,489064,1.147000,1668951,12094,43,50,6,461484,33,1467028,1379061,9993,57,11,5,13,15,783440,5677,65,15,10,0,7,0,3,0
Kopperl,018907,018 BOSQUE,12,RE,1,272,1,10,88,0,64,2,13,2,44,6,96,0,4.3,23,87,70,94,.,81,72,92,.,50,72,.,61,85,54.5,8.3,980,18.4,53,28,1,3,4,52,17,23,70041,61215,31499,40083,2,5.2,9.8,28.9,12.7,9.6,5.7,0,4,96,0,76,8,3,0,11,1,350329,1.040000,3153507,11303,44,42,14,715005,28,3150844,2914324,10446,58,7,4,15,15,1682790,6032,59,9,18,0,4,3,6,0
Cranfills Gap,018908,018 BOSQUE,12,RE,1,91,0,15,85,0,56,0,14,0,52,0,96.5,0,12.5,8,87.5,67,89,90,80,79,.,.,67,67,.,68,94,50,.,.,.,24,16,3,4,0,66,8,18,69000,20830,.,37479,12,3.7,5.6,18.5,10.5,0,12.9,0,0,100,0,88,6,0,0,6,0,628456,1.040000,1746293,16169,39,42,19,313072,26,1634537,1602191,14835,64,9,4,11,12,1031219,9548,63,9,18,0,7,0,4,0
