SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOT2P,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT10R,DA0708DR10R,DADC410R,DAGC410R,DA0GR10N,DA311TA11R,DA311TR11R,DA311TW11R,DA311TM11R,DA311TC11R,DA311TS11R,DB311TA11R,DH311TA11R,DW311TA11R,DD311TA11R,DE311TA11R,DACTA11R,DA0CT10R,DA0CC10R,DA0CS10R,DA0CA10R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Pettus,013903,013 BEE,02,RE,2,411,2,57,39,2,67.4,1,12,1,32,8,95.8,0,7.1,85.7,26,79,95,.,87,83,90,60,74,86,83,75,91,39.1,11.1,.,16.8,77,37,3,3,7,48,13,27,67801,63095,47277,42766,39,5.4,11.2,24.5,14,0,16.5,0,22,75,3,87,7,0,0,6,0,384202,1.170000,4693103,11617,49,39,12,581317,14,4492015,4119236,10196,57,9,6,9,18,2365716,5856,57,11,20,0,5,0,5,1,0
Skidmore-Tynan,013905,013 BEE,02,EX,3,814,1,66,32,1,64.6,2,10,2,30,6,95.8,0,3.3,96.7,62,90,97,98,95,95,99,60,87,96,.,89,100,53.6,16.7,.,18.6,114,65,3,4,10,57,8,19,80360,77203,39140,46192,52,7.2,12.5,30.8,13,18.3,16,5,28,63,5,92,3,1,0,5,0,160427,1.278000,8580727,10464,67,22,12,1316403,19,9712202,7654095,9334,56,6,5,11,22,4286807,5228,52,12,20,0,4,1,8,1,2
Richard Milburn Alter High,014801,014 BELL,12,EA,1,152,49,22,22,7,67.1,0,19,0,40,0,88.8,.,30.4,57,62,33,66,.,42,43,80,29,44,40,.,33,55,7.3,.,.,.,25,12,0,4,8,47,19,21,.,78749,44087,42744,71,6.1,12.9,36.4,9.4,23.7,19,66,0,34,0,83,0,0,0,17,0,0,0.000000,1879939,11898,76,0,24,10831,1,1785362,1782393,11281,48,23,9,10,10,858590,5434,45,8,41,0,5,0,1,1,0
Transformative Charter Acad,014802,014 BELL,12,EA,1,75,52,20,20,8,61.3,0,5,0,15,0,93.5,.,12.5,65,40,57,68,.,41,67,82,44,57,.,.,58,74,15.8,16.7,.,.,11,5,9,0,9,43,0,40,82567,.,46240,40352,91,6.6,15.3,100,0.8,0,33.3,59,20,20,0,95,0,0,0,5,0,0,0.000000,716174,8952,91,0,8,503793,78,711694,691724,8647,47,36,3,8,7,323218,4040,25,46,23,0,2,0,0,5,0
Temple Education Center,014803,014 BELL,12,EA,1,165,19,23,53,6,69.7,1,12,1,0,0,93.4,0,0,66.7,12,59,88,86,72,71,88,37,67,66,.,54,80,57.1,.,.,.,20,12,10,2,0,58,0,30,38250,56317,.,37087,30,8.3,14.3,82.7,2.6,8.6,28.4,35,0,65,0,78,5,17,0,0,0,0,0.000000,1527922,8536,88,1,11,0,0,1189733,1146327,6404,50,11,7,20,13,577972,3229,43,9,48,0,0,0,0,0,0
Orenda Charter,014804,014 BELL,12,AA,5,395,6,19,72,3,35.7,0,23,0,0,0,93,0,24,48,15,69,90,89,76,79,98,.,63,70,.,65,70,0,.,.,.,52,30,5,12,9,57,12,6,70492,45267,45393,47848,33,7.6,13.3,59.9,7.6,37.1,40.7,10,17,67,6,93,7,0,0,0,0,0,0.000000,3748551,20262,89,2,9,0,0,3379119,3379119,18266,46,22,12,10,10,1543323,8342,37,47,14,0,0,0,1,1,0
Academy,014901,014 BELL,12,RE,3,1103,1,20,75,3,35,3,9,3,22,9,96.4,0,1.2,96.4,83,86,95,91,90,91,97,88,76,89,71,76,99,56,40.5,1016,20.6,162,83,2,3,3,52,15,26,80108,68827,54851,46441,8,6.8,13.2,10.8,17.4,9.6,4.9,0,4,95,1,83,9,2,0,6,0,202397,1.174000,10420832,9712,59,35,6,1577036,20,10238059,9407384,8767,60,4,5,11,19,5647154,5263,57,16,11,3,5,1,5,2,0
Bartlett,014902,014 BELL,13,AA,1,379,13,65,20,2,78.9,14,9,14,31,3,95.6,0,7.7,92.3,26,64,81,81,76,72,90,77,62,63,83,62,84,79.2,5.3,833,.,64,36,5,5,3,55,12,20,61788,62163,47206,37157,25,5.9,10.7,67.6,6.3,11.3,35.9,6,6,86,3,85,6,0,0,9,1,227339,1.155000,4387009,11307,59,25,16,907078,27,4310405,4016681,10352,54,7,7,12,20,2178090,5614,54,8,22,1,6,0,7,1,1
Belton,014903,014 BELL,12,AA,13,9232,7,31,58,5,48,7,11,7,19,7,95.6,0,2,91.7,578,80,92,91,88,88,97,69,71,86,86,70,94,52,33.7,1024,22.3,1342,615,1,2,8,46,13,31,88271,68806,56651,45646,20,6.9,15,32.9,11.6,14.8,11.8,2,7,90,2,79,9,6,0,3,3,214033,1.421000,84330889,9543,56,35,9,15441952,23,87159425,71752940,8120,55,7,5,12,21,39452167,4464,64,16,8,1,3,2,4,2,1
Holland,014905,014 BELL,12,RE,3,568,4,32,63,2,54.2,3,7,3,32,10,97,0,2.9,97.1,33,84,94,95,91,94,98,73,74,91,67,79,97,60.7,17.6,.,20.3,100,50,1,3,9,50,13,24,94788,71039,51408,40923,18,5.7,11.4,16,16.3,13.3,5,4,6,90,0,84,6,4,0,7,0,145524,1.320000,8218292,15219,46,25,29,1276496,26,7890116,6272116,11615,52,8,5,10,25,3280975,6076,41,43,9,0,2,0,4,1,0
Killeen,014906,014 BELL,12,RE,53,40165,34,26,30,10,51.9,7,11,7,15,5,95.1,0.3,8.3,85.2,1874,73,89,91,81,82,93,66,72,80,79,67,90,60.7,19.9,945,19.8,5911,2821,1,3,9,48,13,27,92148,70710,58164,48200,40,6.8,14.2,43.7,9.9,18.5,12.8,15,12,69,5,76,10,2,3,2,6,150571,1.141000,394988544,9994,54,20,26,72121597,22,384862599,340372706,8612,60,5,5,10,20,203062691,5138,64,16,10,3,2,1,2,1,1
Rogers,014907,014 BELL,12,AA,3,894,2,27,69,3,49.9,4,8,4,31,11,96.8,0,0,98.3,61,76,89,91,82,90,95,60,64,80,67,64,94,51.8,24.1,940,20.4,130,67,2,2,11,52,12,20,67582,67081,46170,42510,10,6.9,13.3,26.1,14.1,11.4,13.6,3,2,93,1,87,4,1,2,5,0,157657,1.320000,8630852,10462,64,28,8,1264616,19,9112814,8076419,9790,53,7,5,14,22,4262968,5167,60,11,14,1,5,1,7,1,0
Salado,014908,014 BELL,12,RE,4,1354,1,20,76,4,24.7,8,7,8,22,5,95.9,0,5.2,90.7,90,88,96,91,93,92,98,.,75,91,91,76,99,72.9,27.4,991,22.4,181,102,1,3,4,56,8,27,87134,65801,49899,44528,16,7.5,13.2,18.7,14,20.4,12,2,5,93,0,80,5,4,1,5,4,437574,1.318000,13255459,9855,32,64,4,4213701,38,12584086,10695661,7952,59,4,6,10,21,6296310,4681,65,12,10,1,5,0,6,1,0
Temple,014909,014 BELL,12,AA,16,8840,27,39,29,5,72.9,8,8,8,17,9,94.1,0.2,10,73.7,468,64,84,86,73,74,89,50,61,79,68,57,92,47.9,38.2,1030,22.5,1249,613,1,3,11,49,11,26,95461,65007,50466,44945,34,7.1,14.4,37.1,11.2,18.3,16.4,8,13,78,1,70,7,9,4,4,6,298119,1.210000,82941170,9579,38,45,17,14825233,25,84330009,72522477,8375,57,6,5,11,21,41058323,4742,62,14,13,1,4,1,3,1,2
Troy,014910,014 BELL,12,RE,4,1284,2,24,71,3,46.3,3,10,3,25,9,96.2,0,0,97.8,95,81,93,96,86,89,96,69,66,85,86,72,94,54.2,31.1,1001,20.7,181,94,2,4,4,52,14,23,83338,66312,52812,42110,11,7.1,13.6,27.6,13.5,15.9,12.1,0,5,94,1,81,9,4,0,4,2,185500,1.352000,12083855,9507,62,33,5,1250158,13,18864323,10484425,8249,55,6,6,12,22,5709944,4492,63,15,9,0,5,1,5,2,1
Por Vida Academy,015801,015 BEXAR,20,EU,3,339,4,86,10,1,74.9,0,19,0,62,0,79.3,.,57,16.2,33,27,60,.,38,43,76,.,28,22,.,26,38,25.9,0,711,.,60,30,5,11,16,49,3,15,83333,43961,38502,35904,88,5.7,11.5,86.5,2,17.8,56.6,10,73,17,0,65,25,0,0,9,0,0,0.000000,3993119,13135,73,1,27,316896,10,4150410,4114655,13535,37,20,12,17,14,1527356,5024,33,15,39,0,8,0,2,3,0
George Gervin Academy,015802,015 BEXAR,20,EA,2,1327,33,52,10,5,96,8,2,8,11,2,90.1,0,24.4,38.7,62,62,74,84,81,75,90,59,71,64,.,59,55,10.5,0,.,.,53,42,2,7,0,78,12,0,100000,46098,.,35745,66,24.9,31.9,79.5,3.9,11.4,40.3,30,32,34,5,100,0,0,0,0,0,0,0.000000,6028300,7739,84,1,15,563360,8,6058713,6058713,7778,50,4,12,22,12,3052673,3919,64,10,25,0,1,0,0,0,0
Higgs Carter King Gifted,015803,015 BEXAR,20,EA,1,695,11,80,7,2,97.7,6,4,6,0,0,94.9,5.4,36.4,27.3,0,67,80,89,74,87,.,76,66,63,.,68,.,.,.,.,.,35,18,3,0,0,51,0,46,85000,51165,48467,40864,74,19.7,38.6,83.6,3.2,22.3,67.7,27,39,17,17,100,0,0,0,0,0,0,0.000000,5007808,10056,84,0,16,2104630,59,4487857,4487707,9011,62,8,4,11,15,2773923,5570,66,8,25,1,0,0,0,0,0
New Frontiers Charter,015805,015 BEXAR,20,AA,3,616,3,94,3,0,94.8,10,9,9,0,0,94.6,0,.,.,0,62,78,82,78,78,95,58,62,78,.,62,.,.,.,.,.,70,34,9,0,20,49,10,13,73233,.,46571,44044,67,8.8,18.2,76.4,4,8.8,42.9,3,56,41,0,95,3,0,0,2,0,0,0.000000,6204976,10189,84,0,15,1946585,40,5686999,5681354,9329,57,10,3,22,7,3235413,5313,56,16,27,1,0,0,0,0,0
School of Excellence In Edu,015806,015 BEXAR,20,AA,8,1624,37,58,4,1,83.1,10,9,10,13,0,94.1,0,25,37.5,69,73,86,86,83,80,91,67,75,79,92,73,69,59.4,0,813,.,302,134,3,4,10,44,8,32,66637,46646,43038,33519,84,5.4,12.1,83.7,3.5,13.9,22.8,49,32,13,6,81,9,5,1,4,0,0,0.000000,21519264,10321,79,1,20,3150165,19,20138170,19192450,9205,44,19,5,16,16,8441938,4049,48,11,38,0,2,0,1,0,0
Southwest Preparatory,015807,015 BEXAR,20,EA,4,772,19,70,10,2,68.9,1,14,1,57,0,82.9,.,32.8,33.3,199,35,75,.,39,45,85,25,34,67,.,32,50,4.9,0,874,.,114,55,4,11,26,48,2,8,104944,49449,56911,43054,47,6.8,14,62.1,4.3,15.1,22.9,20,34,46,0,39,46,0,0,15,0,0,0.000000,8177165,10158,77,10,13,1983491,29,8149998,7455927,9262,42,25,12,10,10,3154322,3918,37,18,28,0,11,0,0,5,0
John H Wood Jr Public Chart,015808,015 BEXAR,20,EU,6,581,25,37,33,5,100,3,43,2,0,0,.,.,.,.,0,27,54,53,33,30,56,16,22,44,30,27,69,.,.,.,.,137,54,2,9,14,40,0,35,89236,57956,58270,44246,34,4.2,10.7,68.7,4.3,11,43,9,9,78,4,94,6,0,0,0,0,0,0.000000,7198210,20685,76,0,24,2443946,30,6668954,6668954,19164,52,21,13,2,12,3496117,10046,0,71,28,0,0,0,0,1,0
Bexar County Academy,015809,015 BEXAR,20,AU,1,509,7,91,3,0,96.7,16,7,16,0,0,94,0,.,.,0,59,82,87,91,49,.,.,58,60,.,72,.,.,.,.,.,54,24,0,4,15,44,24,14,.,37543,33483,31109,69,9.5,21.4,75,5,8.3,23.1,17,46,33,4,63,0,33,4,0,0,0,0.000000,4085691,8477,85,3,12,639086,27,3966554,3916554,8126,48,16,13,12,10,1871950,3884,48,9,41,2,0,0,0,0,0
George I Sanchez Charter Hs,015812,015 BEXAR,20,EU,1,197,8,85,7,0,48.7,9,10,9,25,0,77.8,.,47.9,14.1,18,35,67,.,38,53,81,.,34,.,.,34,53,0,.,.,.,20,11,0,10,10,55,0,25,.,56750,47927,43736,65,10,18.1,63.7,5.9,9.2,55.1,0,63,37,0,97,0,0,0,3,0,0,0.000000,1330306,8014,80,0,20,-28122,-2,1321681,1321047,7958,51,15,12,10,11,670083,4037,56,8,30,0,2,0,0,4,0
Positive Solutions Charter,015814,015 BEXAR,20,EA,1,157,3,96,1,0,95.5,0,5,0,4,0,87.9,.,37.1,20.2,25,43,82,.,40,49,83,.,42,.,.,44,55,4.2,.,.,.,24,11,8,8,21,46,0,17,55642,65458,33185,31507,71,6.5,14.3,54.5,12.1,9.1,58.1,9,36,55,0,97,0,0,0,3,0,0,0.000000,1697218,7577,78,0,22,356833,33,1692018,1692018,7554,46,21,22,1,10,778173,3474,47,24,29,0,0,0,0,0,0
Radiance Acad of Learning,015815,015 BEXAR,20,EA,6,857,7,83,10,1,76.3,11,7,11,13,0,94.9,0,19,57.1,14,48,74,83,59,56,89,47,47,62,.,43,86,0,.,.,.,103,66,3,6,14,64,0,14,96461,45691,42819,35052,60,8.3,13,86.9,4.2,23.1,41,9,44,42,5,88,7,2,2,3,0,0,0.000000,7101830,9597,87,1,11,455391,5,6263491,6181185,8353,47,11,10,23,10,2927199,3956,48,6,45,1,1,0,0,0,0
Academy of Careers and Tech,015816,015 BEXAR,20,EA,1,162,6,81,12,1,50.6,3,13,3,100,2,98.8,.,13.3,28.9,26,50,85,.,54,60,90,.,51,.,.,42,51,17.6,.,.,.,37,16,5,5,46,43,0,0,69500,49185,22900,33710,60,4.4,10.1,93.7,3.4,6.3,42.9,0,37,63,0,50,13,0,0,35,3,0,0.000000,2310764,15936,74,1,25,487658,25,2659617,2659617,18342,46,31,3,12,8,1218121,8401,19,7,50,1,23,0,0,0,0
San Antonio Can,015817,015 BEXAR,20,EU,1,360,0,96,3,0,86.7,12,12,11,32,0,82.6,.,55.7,19.3,87,30,66,.,38,47,83,.,27,83,.,32,62,1.4,.,.,.,46,24,2,11,13,52,4,18,92970,61052,46303,41073,48,7.8,15,83.3,3.2,16.7,54.5,0,33,54,13,79,17,0,0,4,0,0,0.000000,4264962,11313,73,8,19,-127392,-5,3820876,3755038,9960,37,16,12,19,16,1386845,3679,42,15,33,4,3,0,0,3,0
Shekinah Radiance Academy,015819,015 BEXAR,20,EA,9,1132,34,34,29,3,72.6,6,7,6,11,0,93.4,0.7,18.5,63,36,48,70,78,62,57,81,36,47,60,69,42,82,15.6,0,830,.,125,88,0,6,6,71,1,16,252498,41881,37090,35144,41,9.1,12.8,80.8,3.6,25.3,49,16,15,66,3,92,5,1,0,2,1,0,0.000000,10524512,9355,84,1,15,2063613,22,9948190,9896635,8797,49,10,9,23,9,4817701,4282,53,14,31,1,1,0,0,0,0
San Antonio Sch for Inquiry,015820,015 BEXAR,20,EA,2,383,4,78,17,2,90.9,0,14,0,25,0,97.7,0,1.9,61.5,69,65,88,91,79,77,99,56,64,76,.,65,71,0,.,.,.,46,19,1,11,10,42,36,0,91000,34392,39511,34546,38,8.3,19.8,77.9,4,7.7,49.9,0,25,70,5,89,0,0,0,11,0,0,0.000000,4021660,11425,79,1,20,48325,2,3813949,3813949,10835,48,6,10,23,12,1844261,5239,45,13,31,0,9,0,0,2,0
Jubilee Academic Center,015822,015 BEXAR,20,AA,5,916,8,85,6,1,82.8,14,6,14,0,2,95.9,0,15,85,15,63,85,88,72,80,92,70,60,78,.,62,93,64.3,0,839,15.6,145,67,1,5,11,46,7,30,106200,63386,40770,36867,75,6.3,13.7,84,2.4,9.6,20.3,3,59,34,3,86,6,7,0,0,0,0,0.000000,7010551,10001,83,3,13,1425925,22,6568825,6233151,8892,52,11,12,12,13,3219072,4592,70,9,20,1,0,0,1,0,0
San Antonio Technology Acad,015823,015 BEXAR,20,AU,1,70,3,90,6,1,92.9,0,16,0,59,0,88.8,.,0,60,30,29,61,.,29,33,76,.,29,.,.,29,48,0,.,.,.,15,8,10,5,3,55,0,27,85031,51438,55120,28581,73,4.7,8.6,60.3,8.4,15.2,71.4,27,48,25,0,79,12,0,0,8,0,0,0.000000,953193,11214,81,0,19,169263,16,906810,906810,10668,47,20,2,27,4,425027,5000,37,11,43,0,10,0,0,0,0
San Antonio Prep Academy,015824,015 BEXAR,20,AU,2,683,4,88,7,1,89.8,10,3,6,3,0,96.7,5.1,.,.,13,52,84,87,64,50,88,65,50,76,40,50,76,0,.,.,.,84,44,1,9,4,52,16,19,80000,45777,48558,37321,73,8.1,15.6,93.1,1.3,25.1,37.1,7,53,41,0,93,1,5,0,1,0,0,0.000000,6863900,9189,85,0,15,105370,2,6176011,6119343,8192,44,13,7,26,10,2688509,3599,49,9,40,1,0,0,0,1,0
Lighthouse Charter,015825,015 BEXAR,20,AU,1,221,10,82,6,2,92.8,14,7,14,0,1,94.9,0,.,.,0,52,75,72,71,42,90,33,47,.,.,48,.,.,.,.,.,23,14,1,9,0,60,0,30,.,70000,.,36589,83,9.5,15.9,85.6,5.9,14.4,13,0,79,14,7,93,7,0,0,0,0,0,0.000000,1894419,9152,89,0,11,0,0,1315076,1315035,6353,58,16,6,9,11,763212,3687,59,11,30,0,0,0,0,0,0
Kipp San Antonio,015826,015 BEXAR,20,AA,3,728,5,92,3,1,78.7,18,9,18,3,0,96.4,0,.,.,0,69,87,93,81,73,98,64,69,88,60,69,.,.,.,.,.,85,47,1,6,23,55,4,11,95155,78400,53104,49375,54,8.5,15.6,72.6,4.5,33.2,36.1,14,31,48,6,95,4,0,0,0,0,0,0.000000,9770560,19699,43,52,6,663682,10,7207616,7182658,14481,39,25,4,15,17,2785607,5616,63,15,20,3,0,0,0,0,0
Sch of Science & Technology,015827,015 BEXAR,20,AA,2,756,14,50,27,9,48.3,2,2,2,0,0,96.6,0,.,.,15,81,92,91,86,94,.,72,79,87,94,75,100,.,33.3,981,.,69,57,0,9,1,83,0,7,.,58470,32000,36924,42,11,13.2,100,1.3,15.8,42,4,39,53,5,98,2,0,0,0,0,0,0.000000,5731894,8259,86,6,8,568727,10,5681320,5120119,7378,55,11,9,16,9,2821365,4065,81,6,12,0,0,0,0,0,0
Harmony Sci Acad (San Anton,015828,015 BEXAR,20,AA,2,904,11,62,21,7,57.7,6,5,5,4,6,96.5,0,.,.,0,75,93,90,81,83,.,62,73,84,85,71,90,.,.,.,.,96,80,1,7,3,84,0,5,93000,61963,32095,38219,34,9.4,11.3,93.6,2.5,13.7,21.4,4,30,62,5,99,0,0,0,1,0,0,0.000000,6769117,8814,88,3,9,1548765,21,5575733,4941406,6434,54,15,7,13,10,2658565,3462,67,7,25,1,0,0,0,0,0
Brooks Acad of Sci and Eng,015830,015 BEXAR,20,AA,1,638,4,82,12,2,40.9,2,4,0,3,17,94.7,0,.,.,27,67,88,97,74,80,97,67,66,70,90,68,92,44.4,16.7,949,21.9,51,41,1,5,10,80,4,0,83240,57270,36960,45043,53,12.5,15.6,70.7,4.4,31.8,20.5,10,44,44,2,100,0,0,0,0,0,0,0.000000,5936091,8653,90,3,8,4137,0,4936927,4799783,6997,62,14,7,7,11,2954611,4307,77,9,9,0,2,0,2,1,0
Sch of Sci & Tech Discovery,015831,015 BEXAR,20,AA,1,369,10,64,17,9,63.1,3,3,1,0,5,96.3,0,.,.,0,71,87,89,76,79,97,67,66,82,89,64,.,.,.,.,.,35,27,0,11,5,78,0,6,.,58917,26312,36245,40,10.5,13.5,92.7,1.6,11.2,31.7,7,30,52,11,91,7,0,2,0,0,0,0.000000,3340390,9682,81,4,15,474437,18,2695630,2688428,7793,53,9,6,23,10,1417827,4110,71,6,21,1,0,2,0,0,0
City Center Health Careers,015832,015 BEXAR,20,AU,1,123,6,89,3,2,59.3,8,5,7,15,8,94.7,0,.,.,0,55,86,94,67,66,94,43,55,.,.,44,.,.,.,.,.,11,8,9,9,0,73,9,0,82000,30000,.,40939,36,11.2,15.4,100,2.5,0,56.2,0,38,62,0,94,0,0,0,2,4,0,0.000000,760133,11345,71,6,23,-82074,-10,682163,667901,9969,48,18,23,6,6,319596,4770,86,6,5,0,0,0,0,2,0
Henry Ford Academy Alameda,015833,015 BEXAR,20,AU,1,149,5,86,7,2,61.7,0,10,0,0,0,93.9,.,.,.,0,53,90,.,57,76,91,50,53,70,.,57,.,.,.,.,.,18,13,3,14,11,71,0,0,95000,65829,32500,42686,69,8.5,11.9,80,3.4,28,37.5,8,48,44,0,100,0,0,0,0,0,0,0.000000,1819903,24593,39,46,16,137028,10,1682875,1593007,21527,45,22,8,18,8,711638,9617,63,4,32,0,0,0,0,0,0
Alamo Heights,015901,015 BEXAR,20,AA,6,4744,2,36,59,3,22.4,5,6,5,6,16,95.4,0,1.7,93.9,341,87,95,93,91,91,97,63,77,93,92,68,98,91.4,57.7,1122,24.2,604,335,1,2,7,55,11,24,129618,81141,60880,55746,37,7.9,14.1,23.1,14.4,53.7,12.1,1,22,77,0,70,9,5,5,1,10,1019993,1.168000,50061673,10570,19,76,5,7595117,12,50758537,43715556,9230,62,8,5,10,16,26935952,5687,68,16,9,0,1,2,3,0,1
Harlandale,015904,015 BEXAR,20,AA,30,14846,0,97,2,0,88.7,15,9,16,25,6,94.8,0.5,11.3,79.7,820,71,88,93,81,78,94,71,70,78,84,70,90,50.9,4.9,842,17.1,2086,970,1,3,9,47,9,31,80506,68621,55214,49005,77,7.1,15.3,40.6,11.1,31.8,11,2,65,30,3,75,12,0,6,4,3,78024,1.605000,157027803,10864,69,15,16,23803557,20,182149359,127324400,8809,57,4,7,12,20,73106798,5058,54,13,17,7,3,0,2,1,3
Edgewood,015905,015 BEXAR,20,AA,22,11904,1,98,1,0,92.6,19,10,19,19,8,93.8,0.1,13.1,79,612,59,79,84,71,69,92,60,59,63,60,59,80,55,3.8,819,15.8,1741,788,0,2,12,45,9,31,105834,70319,58001,49481,85,6.8,15.1,39.1,11.4,29.1,10.8,3,73,22,2,69,12,0,12,3,3,74087,1.420000,130890524,10648,68,11,22,21916336,23,131142074,111248406,9050,55,9,5,11,19,61428658,4997,45,12,30,7,3,0,2,1,1
Randolph Field,015906,015 BEXAR,20,RE,3,1167,16,20,50,14,8.1,0,7,0,8,8,96.8,0,1.4,98.6,70,91,98,98,93,96,99,85,91,93,89,80,99,70.6,45.8,1075,24.3,168,86,3,2,9,51,9,25,102255,76496,61587,54722,28,7,13.6,14,18,43.6,10.3,6,13,80,1,84,7,3,0,1,5,0,0.000000,14285665,11945,46,3,51,1374306,10,14839795,12701043,10620,57,7,4,11,21,7256160,6067,75,11,5,0,1,4,3,1,0
San Antonio,015907,015 BEXAR,20,AA,99,54894,6,91,2,1,92.8,18,10,16,20,6,93.6,0.5,14.6,68.6,2594,62,83,86,73,72,91,57,62,70,76,60,83,59.8,5.4,833,16.5,7631,3437,1,2,11,45,12,29,90713,73143,59202,49904,80,7.2,16,38.3,11.8,33,13.4,10,60,27,3,64,11,5,10,4,7,213735,1.280000,575175720,10441,49,28,23,38125756,10,576482164,504207177,9153,56,6,6,10,22,283658802,5149,45,18,22,8,3,1,1,1,2
South San Antonio,015908,015 BEXAR,20,AA,18,9860,1,97,2,1,88.4,16,8,15,20,4,94.6,0.9,17.6,76.4,474,63,81,90,74,71,92,60,62,67,85,61,90,39,4.2,879,18.2,1468,687,2,3,9,47,10,30,74388,67130,58165,50576,82,6.7,14.4,39.1,11.2,32.1,8.7,2,70,25,2,55,10,4,17,4,10,120373,1.455000,106361556,10677,64,19,18,21498761,25,132987260,93898291,9426,58,7,6,10,20,54218960,5443,44,15,21,12,4,2,2,1,0
Somerset,015909,015 BEXAR,20,AA,7,3779,1,86,12,1,79.5,11,9,10,19,4,95,0.7,9.3,84,208,65,84,91,77,67,86,65,64,71,64,63,84,70.2,6,836,17.9,589,258,1,3,6,44,11,37,94969,61431,51598,46775,67,6.4,14.6,52.8,8.3,23.5,10.8,3,52,43,2,76,10,0,8,4,2,85265,1.289000,37751220,10187,72,13,15,10444469,37,39351853,33487386,9036,54,9,5,10,23,18019690,4862,47,14,23,5,4,2,3,1,0
North East,015910,015 BEXAR,20,RE,73,66364,7,54,32,7,43.5,9,10,9,15,7,95.6,0.1,5.6,87.1,4043,81,92,93,87,88,97,67,76,90,88,69,96,69.8,35.9,1028,22.3,8557,4377,0,2,10,51,8,28,152510,79014,65251,52897,43,7.8,15.2,30,11.6,31.5,10.5,3,26,69,2,71,10,2,5,3,9,409722,1.403000,679638349,10421,31,61,8,68356422,14,861659974,559721134,8582,61,4,6,10,20,340990498,5229,62,22,7,1,3,1,2,1,1
East Central,015911,015 BEXAR,20,AA,15,9571,9,68,22,2,65,6,11,9,17,6,94.6,0.3,6.6,81.1,554,70,88,89,79,80,94,63,66,81,74,64,93,54.7,12.9,914,19.9,1206,573,1,2,9,48,13,28,98241,80933,59214,52241,43,7.9,16.7,41.1,11.2,30.6,11.8,6,30,61,3,59,11,12,7,3,7,192222,1.320000,88546037,9565,58,31,12,9317163,14,109701922,74311079,8028,59,6,5,10,20,43805736,4732,56,20,13,3,3,2,1,1,1
Southwest,015912,015 BEXAR,20,AA,14,11779,3,91,5,1,83.8,13,11,12,21,4,94.7,0.3,10.9,81,606,67,87,92,77,76,91,69,67,77,72,65,90,45,5.8,836,18.7,1502,735,1,3,9,49,7,32,99260,75136,63331,52932,67,7.8,16,37.2,10.2,28.1,9.5,4,50,43,4,73,10,0,10,4,3,125374,1.256000,122400225,10685,64,22,14,12060575,12,122031014,99087846,8650,57,7,6,10,20,56794612,4958,60,15,16,1,4,0,2,1,1
Lackland,015913,015 BEXAR,20,RE,2,985,18,26,44,12,29.7,2,10,2,16,5,96.1,0,0,96.9,32,87,95,93,92,94,99,77,89,91,88,87,96,85.7,33.3,1017,22.8,168,80,1,2,12,48,15,21,118381,80676,61247,54557,46,5.9,12.3,19.9,13.9,37.7,11,5,20,73,2,77,8,9,1,4,1,0,0.000000,13239164,14175,45,2,53,6324805,53,12226339,11806204,12640,59,5,5,9,22,6912760,7401,65,20,11,1,2,1,1,0,0
Ft Sam Houston,015914,015 BEXAR,20,AA,2,1427,20,21,47,12,32.4,4,12,4,14,6,95.2,0,1.3,97.3,72,75,93,93,83,83,97,62,74,80,82,72,91,87.9,31,1006,23,231,118,1,3,9,51,11,25,125000,82391,65362,52792,35,6.2,12,23.5,13.9,37,14.1,8,12,76,4,78,11,1,2,2,5,0,0.000000,24280740,16506,34,8,58,5082113,30,22169992,19322253,13135,58,11,5,10,16,11118747,7559,57,33,6,0,2,1,2,1,0
Northside,015915,015 BEXAR,20,RE,107,94632,6,68,20,6,52.5,8,12,7,18,10,94.8,0.2,3.6,89.2,5364,80,93,95,87,86,97,74,78,89,88,74,95,64.3,29.6,998,21.4,12775,6117,0,2,11,48,8,31,104800,75792,57358,52425,55,7.4,15.5,34,11.4,33.4,7.8,3,39,55,3,64,13,5,8,3,7,337574,1.366000,876664225,9585,38,52,9,52693155,7,1052451545,761630471,8327,60,5,5,9,20,458732940,5015,62,22,8,0,3,1,2,1,1
