SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT06R,DA0708DR06R,DADC406R,DA0GR06N,DAGC406R,DA311TA07R,DA311TR07R,DA311TW07R,DA311TM07R,DA311TC07R,DA311TS07R,DB311TA07R,DH311TA07R,DW311TA07R,DO311TA07R,DE311TA07R,DA0SU07R,DA0CT06R,DA0CC06R,DA0CS06R,DA0CA06R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Kemp,129904,129 KAUFMAN,10,AA,4,1698,4,11,84,2,47.8,3,17,3,22,4,95,0,2.7,94,85.5,64,90,90,71,74,90,57,59,65,62,59,87,32.2,17.2,1013,20.8,266,123,1,4,5,46,13,31,84500,55229,53924,40778,5,6.4,13.8,30.1,12.5,17.4,25,2,0,98,1,75,11,2,3,5,3,163972,1.450000,14610553,8615,56,34,11,1328707,11,15265702,13681535,8067,54,7,6,14,19,7353445,4336,54,21,14,1,5,0,4,2
Mabank,129905,129 KAUFMAN,10,RE,5,3298,2,10,87,1,55.5,1,13,1,28,8,95.6,0,0.5,176,86.6,80,92,91,87,85,96,53,77,81,96,76,92,49.3,23.2,960,20.8,498,237,1,3,6,48,15,28,94126,63772,49271,41689,4,6.6,13.9,32.5,11.9,14.8,20.4,0,0,100,0,72,10,10,1,5,3,247934,1.674000,28750129,8901,36,54,11,2448550,11,47303761,24857856,7696,56,5,5,11,22,13913188,4307,62,17,10,0,5,1,3,3
Terrell,129906,129 KAUFMAN,10,AA,7,4459,29,31,38,2,65.6,16,12,15,19,8,95.4,0.1,9,223,81.7,60,86,85,70,59,81,44,57,74,66,53,97,64,17.6,944,18.2,636,316,1,3,10,50,13,23,97971,67137,52632,42900,32,7,14.1,45.2,9.5,20.8,26,13,5,81,1,60,15,6,9,4,5,278084,1.640000,41706044,9391,31,54,16,7121213,23,39435188,34236824,7709,56,6,6,10,21,19060076,4292,52,19,19,1,3,1,3,2
Scurry-Rosser,129910,129 KAUFMAN,10,AA,3,916,7,7,86,1,38.8,1,15,1,36,4,95.4,0,1.6,60,93.5,73,92,97,82,73,94,45,63,76,50,64,99,58.8,23.3,1009,20.2,128,64,2,4,6,50,12,25,77667,57363,47543,40156,7,7.2,14.3,43.7,10.6,8.5,23.7,0,3,97,0,75,9,5,1,8,3,158364,1.600000,8029095,8911,61,36,4,1541267,21,8089430,6675991,7410,50,5,6,17,21,3352687,3721,66,16,8,0,7,1,2,1
Boerne,130901,130 KENDALL,20,AA,8,6150,1,22,76,1,17.7,4,11,4,35,5,96,0.1,0.9,471,97.4,87,97,95,91,91,97,65,72,90,88,65,99,85.4,43.5,1064,22.8,870,445,1,2,7,51,12,27,87222,68667,56371,45548,17,7.1,13.8,27,13.3,24.6,11.7,0,10,89,0,74,14,0,4,5,3,498198,1.620000,55099012,9177,9,88,4,8019623,16,74794949,44224016,7366,58,7,5,11,19,25519080,4250,65,20,6,1,4,1,3,0
Comfort,130902,130 KENDALL,13,AA,3,1256,0,48,52,0,55.3,15,11,14,15,12,95.7,0,8.9,69,82.3,62,86,93,69,77,90,.,46,76,.,51,84,71.7,27.9,983,19.5,173,100,1,4,5,58,13,20,97600,60950,49968,40651,15,7.2,12.6,35,11.2,20.9,17,0,4,95,1,83,8,0,1,4,4,396147,1.375000,11677435,9455,29,62,8,1400283,15,10821319,9281424,7515,57,7,5,11,20,5285145,4279,54,13,16,6,4,3,4,1
Kenedy County Wide CSD,131001,131 KENEDY,02,AA,1,83,0,77,21,2,65.1,4,11,4,0,1,97.2,.,.,0,.,71,77,.,71,.,.,.,68,80,.,58,.,.,.,.,.,21,9,7,5,4,40,14,30,51734,53318,45415,43765,63,3.9,9.7,0,17.8,47.2,26.3,0,53,47,0,88,9,3,0,0,0,5651493,1.440000,1730633,22476,4,96,0,1332027,20,3873374,1071982,13922,47,22,7,10,14,500326,6498,80,6,14,0,0,0,0,0
Jayton-Girard,132902,132 KENT,17,RE,1,141,2,18,80,0,31.2,1,13,1,32,9,96.4,0,0,7,100,82,97,.,86,90,97,.,58,88,.,75,93,.,50,.,22.5,40,18,5,3,4,46,11,30,69014,60300,54655,45454,5,3.6,7.7,27.2,12.9,7.5,35.8,0,0,100,0,85,5,0,0,10,0,3722772,1.401000,4018694,31396,6,92,2,4936122,63,3191702,2370457,18519,44,19,5,16,16,1033566,8075,57,6,19,1,13,1,4,0
Center Point,133901,133 KERR,20,RE,5,558,1,40,58,1,62.2,11,12,11,23,4,96.2,0,2.4,41,85.4,76,94,87,82,82,96,.,75,76,.,76,93,70.3,15.4,929,18.8,95,51,2,3,5,53,13,24,77012,68505,52545,40584,8,5.9,11,27.6,11.9,11.4,15.2,0,0,100,0,80,9,2,2,7,0,270153,1.405000,5683858,10096,45,44,11,1190346,25,5409346,4879190,8666,54,9,7,11,19,2638015,4686,53,13,21,2,7,0,3,1
Hunt,133902,133 KERR,20,AA,1,208,0,26,73,1,31.7,11,5,11,0,6,96.8,0,.,0,.,75,92,91,79,89,93,.,59,83,.,56,.,.,.,.,.,34,18,6,3,8,53,9,21,43944,66849,37458,42237,18,6.2,11.6,27.8,14.8,37.2,21.6,0,11,89,0,79,5,11,5,0,0,1046163,1.350000,1871394,8704,10,84,6,1702857,56,1911329,1908986,8879,57,12,6,10,16,1083815,5041,74,6,10,7,0,1,2,0
Kerrville,133903,133 KERR,20,RE,10,4812,4,40,54,2,49.1,4,10,4,24,6,95.1,0.2,2.8,290,80,81,94,97,85,85,93,71,70,88,84,74,.,62.8,32,1026,21.4,687,334,1,3,7,49,10,31,101406,65779,50219,43983,20,7,14.4,20,13.8,24,13.2,2,6,93,0,83,8,0,1,4,4,367585,1.500000,40927143,8449,17,71,12,3061423,10,40576845,36378267,7510,57,8,5,11,18,20876880,4310,61,15,13,2,4,1,3,1
Ingram,133904,133 KERR,20,AA,3,1378,1,33,64,2,58.1,7,9,7,36,6,95.3,0,0,106,92,69,89,85,78,72,91,44,60,74,80,60,.,68.3,14.5,962,20.2,228,115,1,3,3,51,11,31,73573,63252,44348,40391,9,6,12,26.2,12.5,12.2,23.8,0,3,97,0,73,10,4,1,8,4,237292,1.449000,13210208,9316,45,41,14,3011451,28,12733830,12053000,8500,55,8,5,12,20,6629698,4675,63,14,9,1,7,1,6,0
Divide,133905,133 KERR,20,EX,1,19,0,32,68,0,26.3,5,0,5,0,0,95.7,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,3,0,0,42,55,0,71311,.,.,55447,0,4.3,10.2,0,13.5,0,0,0,0,100,0,89,0,11,0,0,0,2086491,0.908000,406192,17661,7,93,0,1172800,269,239482,238456,10368,66,13,9,5,7,156686,6812,96,0,4,0,0,0,0,0
Junction,134901,134 KIMBLE,15,AA,3,656,1,37,63,0,53.8,4,13,3,32,8,95,0,8,42,88,84,97,99,88,82,92,.,77,88,.,81,88,74.3,11.5,898,20.8,113,62,2,3,6,55,13,21,65697,48929,45914,40247,15,5.8,10.5,16,14.4,9.9,17.1,0,6,94,0,81,7,1,1,6,4,348620,1.210000,6832394,9623,44,48,8,449062,8,6337371,6253871,8808,61,8,5,10,17,3790804,5339,65,10,13,1,4,1,5,0
Guthrie CSD,135001,135 KING,17,RE,1,93,0,16,84,0,33.3,7,14,7,38,5,97.7,0,.,3,.,86,87,.,91,90,91,.,64,91,.,74,.,.,.,.,.,32,19,3,2,1,58,6,29,76222,60388,60012,48884,6,2.9,4.9,5.3,17.4,26.4,11.3,0,5,95,0,86,0,0,2,12,0,3017287,1.290000,3398996,36160,4,95,1,1170657,33,2481354,2299742,24465,50,12,4,17,18,1147899,12212,70,4,6,4,11,0,5,0
Brackett,136901,136 KINNEY,20,AA,4,610,2,69,29,1,66.9,8,13,6,24,9,95.7,0,0,39,95.1,62,89,95,72,55,93,44,53,83,.,52,69,78.8,26.9,969,19.9,104,50,2,3,4,48,14,29,55187,52253,47018,42290,42,5.9,12.3,28.2,13.4,12.1,16.4,0,14,86,0,87,7,1,2,3,0,221864,1.190000,6867134,11040,62,28,9,3415691,58,5347111,5215019,8384,55,9,5,12,19,2852047,4585,57,14,18,1,4,0,7,0
Kingsville,137901,137 KLEBERG,02,AA,10,4183,5,81,13,1,73.5,8,12,6,19,6,93.4,0.3,14.6,259,70.4,55,85,93,64,61,83,44,53,71,72,50,84,64.9,10.7,910,17.8,633,279,1,3,9,44,13,30,70241,56406,45583,41033,80,6.6,15,27.3,13.7,26.8,17.2,2,67,31,0,73,10,3,6,5,4,162658,1.453000,38625362,9097,50,32,18,4210372,14,37599632,34633782,8157,55,7,6,12,20,18959842,4465,53,21,17,0,4,1,3,2
Ricardo,137902,137 KLEBERG,02,RE,2,542,1,78,21,0,62.2,7,8,6,0,6,96.4,0,.,0,.,77,90,99,84,90,95,.,71,92,.,68,88,.,.,.,.,86,41,2,1,8,48,9,32,84589,63667,46614,46321,69,6.3,13.1,19.4,15.4,32.2,14.2,0,63,37,0,93,4,2,0,0,0,258842,1.281000,4994706,8626,45,41,14,314372,7,5408644,5223103,9021,52,14,4,11,20,2707321,4676,45,12,34,1,0,6,2,0
Riviera,137903,137 KLEBERG,02,AA,3,499,1,64,36,0,56.9,6,11,5,48,6,96.3,0,2.6,38,92.3,66,88,.,73,60,83,.,54,83,.,58,97,80.6,16,946,20.1,88,48,2,5,7,54,1,31,60000,46553,47399,40307,54,5.7,10.4,29.3,12,18.3,17.6,2,51,47,0,83,8,2,0,8,0,383260,1.370000,5218213,10457,39,52,9,441353,10,4890254,4848439,9716,55,9,5,10,21,2663614,5338,55,11,18,0,8,0,7,0
Santa Gertrudis,137904,137 KLEBERG,02,AA,2,348,1,70,28,2,41.4,3,9,3,64,14,96.3,0,0,33,86.8,65,90,93,74,67,82,.,59,84,80,51,.,90,22.2,995,18.9,69,38,3,3,9,55,8,23,61794,60683,51591,44785,56,5,9.2,31.6,12.8,31.6,20.3,0,45,55,0,85,5,0,0,9,0,767406,1.370000,5624882,16942,7,90,3,1742025,36,4669901,4444605,13387,53,12,6,9,21,2342848,7057,59,7,19,0,10,0,5,1
Knox City-O'Brien Cons,138902,138 KNOX,09,AA,3,271,14,35,51,0,58.3,6,14,6,26,6,95.7,0,0,23,95.7,74,91,.,83,68,85,64,63,83,.,65,97,78.9,46.7,1030,23.4,68,34,1,5,2,50,13,28,71500,52194,46470,38354,22,4,8.1,23.8,13.9,6.1,19.3,0,6,94,0,75,8,8,0,8,0,216401,1.435000,3863540,13277,50,28,21,628530,21,3647109,3375570,11600,54,11,6,12,17,1815995,6241,46,30,13,0,6,0,5,0
Munday Cons,138903,138 KNOX,09,AA,3,424,13,41,46,0,61.3,4,9,4,23,9,97.3,0,3.2,32,93.5,75,91,94,81,80,89,43,71,87,.,65,.,78.6,18.2,.,19.4,77,40,1,3,4,52,14,26,85000,53308,40704,38556,14,5.5,10.6,24.9,15.1,7.5,7.7,0,0,100,0,79,9,5,1,6,0,103475,1.370000,4369731,9909,67,20,13,950437,24,3969168,3733885,8467,55,7,6,14,17,2058136,4667,47,14,26,1,6,0,6,0
Benjamin,138904,138 KNOX,09,EX,1,67,0,18,81,2,50.7,2,15,2,42,6,97.2,0,12.5,6,75,98,.,.,97,.,.,.,.,97,.,96,.,100,0,.,16.4,15,10,0,4,1,68,13,13,.,43000,49143,39236,0,4.4,6.5,19.3,18.6,0,16.7,0,0,100,0,84,4,3,0,9,0,347706,1.370000,1017879,13050,40,51,9,147395,14,1134216,1134216,14541,50,15,1,19,15,568085,7283,59,13,13,0,6,0,8,0
Chisum,139905,139 LAMAR,08,RE,3,849,6,3,88,2,43.5,5,12,4,24,3,96,0,1.9,54,96.3,80,94,92,86,80,95,50,69,82,89,76,99,71.7,24.2,.,21,128,71,2,3,4,55,11,25,88816,64247,43788,39182,7,6.6,12,24.1,13.3,13.5,14.4,1,1,96,1,79,5,4,1,6,5,600897,1.534000,8405913,9552,9,84,7,3586092,40,7744879,6586557,7485,57,8,6,10,19,3724513,4232,66,11,11,1,5,0,5,0
Roxton,139908,139 LAMAR,08,AA,2,258,21,4,74,0,58.1,0,16,0,31,5,96.3,0,0,10,90.9,66,89,85,72,72,93,35,33,74,.,58,79,88.9,0,.,16.6,39,24,3,4,3,60,8,23,69010,51142,22141,38725,8,6.6,11,21.3,14.8,25.5,20.4,0,0,100,0,79,9,4,0,8,0,114018,1.494000,2380795,10262,66,23,10,660291,35,2232768,1957218,8436,57,10,5,11,17,1112963,4797,58,10,20,0,9,0,3,0
Paris,139909,139 LAMAR,08,AA,8,3886,39,9,49,2,69.4,4,13,4,27,11,95.9,0.2,8.5,203,84.7,64,85,88,74,68,85,48,57,77,72,52,86,48.8,39,1080,20.8,616,312,1,4,9,51,15,21,80957,56837,42732,39313,21,6.3,12.5,24.3,13.9,25.5,14.9,10,2,87,1,59,10,14,2,5,10,154983,1.452000,32884263,8441,51,32,17,4585577,19,32172128,30118528,7731,57,7,5,11,21,17184515,4411,60,16,14,0,4,1,3,2
North Lamar,139911,139 LAMAR,08,AA,6,3135,6,4,87,3,34.1,1,14,1,26,7,96.2,0,5,229,91.7,77,93,94,85,78,93,57,74,78,88,68,85,40.1,27.8,1005,21.5,466,245,1,2,6,53,17,22,72160,67308,47138,39701,5,6.7,12.8,27.6,13.1,13.2,10.3,1,0,98,0,75,12,2,0,7,5,218474,1.420000,26896278,8413,37,48,15,4332118,22,26335404,22045332,6896,59,8,4,10,19,13081317,4092,54,29,8,0,5,0,3,1
Prairiland,139912,139 LAMAR,08,RE,4,1083,1,6,91,2,56,2,15,2,43,9,96.5,0,2.6,70,92.1,78,95,98,84,79,96,.,64,79,73,74,96,52.4,24.2,1057,21.1,134,80,1,3,4,60,11,21,85839,61943,49798,41664,1,8.1,13.5,18.1,14.8,7.9,6.4,0,1,98,1,71,7,5,2,9,6,103892,1.523000,9624297,8789,66,26,8,1118022,13,10335765,7170897,6549,58,6,7,10,18,4183253,3820,61,12,12,0,9,0,5,0
Amherst,140901,140 LAMB,17,AA,2,191,8,70,22,0,78.5,24,14,24,25,4,95.8,0,13.3,12,80,43,74,.,61,43,71,25,36,63,.,38,64,40,.,.,.,35,19,3,3,3,54,14,23,81925,61556,34704,38250,17,5.4,10.1,42.1,11.2,5.3,19.9,0,0,100,0,79,6,0,5,10,0,161756,1.370000,1819183,9677,63,27,10,440796,28,1863715,1793026,9537,59,12,5,10,14,1065117,5666,65,5,18,1,7,0,4,0
Littlefield,140904,140 LAMB,17,AA,4,1548,7,61,32,1,68.1,6,12,6,12,6,95.4,0.8,12.3,91,80.7,71,90,96,77,74,90,80,63,82,.,65,88,37.8,10.7,.,19.3,194,96,2,3,4,50,18,23,84680,57460,49722,42333,30,8,16.1,28,15.1,12.5,14.5,1,11,88,0,79,5,9,0,4,3,114051,1.259000,10942770,7285,43,40,17,3688924,41,12754314,11024964,7340,60,7,5,10,17,6634600,4417,56,17,18,0,5,0,3,0
Olton,140905,140 LAMB,17,AA,4,706,2,75,23,0,74.2,17,15,16,22,10,95.7,0,1.6,52,95.1,71,90,97,77,76,90,78,63,92,.,64,.,58.5,20.8,.,20.7,137,67,2,3,3,49,17,26,71840,48198,45289,38777,30,5.2,10.5,27.6,11.5,11.9,21.9,0,10,90,0,62,7,11,12,6,1,99402,1.435000,7310171,10384,62,22,16,955208,15,6893101,6654827,9453,54,9,5,13,20,3564796,5064,49,11,26,1,5,1,4,1
Springlake-Earth,140907,140 LAMB,17,RE,3,375,3,60,37,0,62.1,9,18,9,27,9,96.7,0,0,18,94.7,82,95,92,87,85,92,40,72,95,.,70,71,68.8,18.2,.,19.4,57,37,2,4,4,65,21,5,75000,38750,33669,42448,12,6.6,10.1,10.8,15.7,10.8,11.1,0,0,100,0,80,5,4,1,10,0,127530,1.352000,4223364,11143,62,26,12,680162,16,3851928,3624779,9564,59,6,4,14,17,2138518,5643,54,13,20,1,7,3,3,0
Sudan,140908,140 LAMB,17,RE,3,360,5,49,46,0,63.9,6,13,6,34,5,96.5,0,4.2,22,95.8,85,96,98,89,97,95,64,83,89,.,83,80,84.2,37.5,.,22.1,67,39,3,3,4,58,6,25,70140,69699,44460,46049,17,5.4,9.2,10.3,18,28.2,7.7,0,5,95,0,84,6,0,1,9,0,1067366,1.248000,5207235,14150,10,84,6,2008339,34,6419565,4522506,12289,52,11,6,11,20,2338377,6354,66,9,12,0,6,0,6,0
Lampasas,141901,141 LAMPASAS,12,AA,4,3450,4,21,73,2,43.4,3,15,3,29,4,95.6,1,5.1,202,88.8,72,90,88,80,75,95,63,62,75,80,66,89,59.5,21.6,965,21.2,475,226,1,3,4,48,13,31,88118,64938,51874,42734,11,7.3,15.3,22.5,13.6,15.9,14.1,0,1,96,3,75,8,7,1,6,4,218545,1.372000,25654104,7665,47,43,10,7160371,32,24817498,23097546,6901,56,7,6,11,20,12934103,3864,62,17,10,0,5,1,4,1
Lometa,141902,141 LAMPASAS,12,AA,2,314,4,49,48,0,74.8,12,21,10,30,7,96.8,0,5.3,17,89.5,68,83,77,73,77,93,.,55,80,.,59,97,78.6,9.1,878,.,69,30,1,0,4,44,30,21,76000,.,36561,38167,10,4.6,10.4,46.5,11.1,0.4,27.9,0,3,97,0,69,14,3,0,12,2,209024,1.326000,3551777,12248,53,30,18,822729,24,3204200,2964167,10221,60,7,4,11,17,1781160,6142,30,19,40,1,7,0,3,0
Cotulla,142901,142 LA SALLE,20,AA,6,1226,0,91,8,0,72.6,23,11,20,17,11,94,0,10.8,79,83.1,53,79,80,65,54,76,.,51,77,.,50,83,44.9,16.1,952,18.7,211,101,2,3,5,48,8,34,78550,65764,51992,44819,77,5.8,12.1,39.3,10,9,26.8,2,62,34,2,87,6,0,1,3,2,357425,1.555000,12411207,9953,44,44,12,501660,5,11754571,10994689,8817,53,9,6,11,22,5769677,4627,64,12,20,1,1,0,1,0
Hallettsville,143901,143 LAVACA,03,AA,5,934,13,12,75,0,36.6,1,16,1,29,7,96.5,0,1.1,91,95.7,77,96,91,83,82,92,61,62,81,.,64,82,67.6,22,993,19.8,153,80,1,3,3,52,15,26,70988,54675,50146,41631,10,6.1,11.7,18.7,16.3,16,7.7,1,1,98,0,80,4,4,0,6,7,769595,1.237000,8906696,9366,9,85,5,2193910,21,8496793,7837862,8242,56,10,5,9,20,4374773,4600,62,13,11,0,7,1,5,1
Moulton,143902,143 LAVACA,03,RE,2,295,0,28,72,0,46.8,5,12,5,30,3,97.7,0,0,24,100,85,97,.,92,77,96,.,63,91,.,80,92,90.9,25,1000,.,49,29,2,2,3,60,0,33,72500,59100,45838,41206,4,6,10,18.6,17.3,6.8,10.7,0,3,97,0,80,7,0,4,7,2,224211,1.329000,2538568,8378,30,64,7,338352,13,2627473,2539792,8382,62,7,4,9,17,1579702,5214,72,10,9,2,3,2,3,0
Shiner,143903,143 LAVACA,03,RE,3,538,15,12,73,0,42.4,2,13,2,49,9,97.3,0,2.1,41,93.6,82,95,98,87,88,97,64,73,87,.,77,89,97.1,18.2,978,20.4,76,45,1,2,4,60,12,21,70000,58612,37874,39718,8,7.1,11.9,33.1,13.5,11.8,9.7,0,0,100,0,81,7,0,0,13,0,308158,1.370000,6062581,11003,49,47,4,738554,17,9379884,4778445,8672,45,29,4,7,15,2140830,3885,59,19,8,0,8,1,6,0
Vysehrad,143904,143 LAVACA,03,RE,1,92,5,4,88,2,37,0,14,0,0,0,97.9,0,.,0,.,88,94,.,92,88,.,.,.,93,.,83,78,.,.,.,.,17,9,1,0,0,56,16,27,55500,.,34268,41064,6,5.5,9.8,21.3,13.3,29.9,11.4,11,0,89,0,94,6,0,0,0,0,668977,1.170000,915193,9533,15,80,5,236970,27,756257,721838,7519,66,10,6,5,13,478634,4986,66,18,16,0,0,1,0,0
Sweet Home,143905,143 LAVACA,03,EX,1,93,0,15,85,0,24.7,1,9,1,0,8,97.2,0,.,0,.,90,96,.,92,.,.,.,83,91,.,77,.,.,.,.,.,16,8,6,0,1,50,18,25,65000,.,28037,36533,0,5.7,11.5,37.2,13.3,13.3,12.3,0,0,100,0,100,0,0,0,0,0,355572,1.352000,958774,9588,33,58,9,151059,18,791412,771547,7715,56,11,5,12,16,431098,4311,74,12,7,0,0,7,0,0
Ezzell,143906,143 LAVACA,03,RE,1,86,0,4,95,1,27.9,0,15,0,0,2,97.4,0,.,0,.,86,92,.,88,.,.,.,.,87,.,94,.,.,.,.,.,15,6,0,0,0,39,26,35,.,.,21308,42908,0,5.6,14.3,0,17.3,0,19.5,0,0,100,0,100,0,0,0,0,0,1375261,1.237000,697386,9553,17,72,12,101372,6,769441,762441,10444,55,19,3,8,14,421555,5775,74,11,15,0,0,0,0,0
Giddings,144901,144 LEE,13,AA,4,1874,16,44,40,1,59.1,14,9,12,21,4,95.8,0,4.8,130,87,72,90,94,78,80,96,57,65,83,89,62,66,50,19.3,963,20.3,280,138,1,3,5,49,12,30,79212,59772,43228,40531,24,6.7,13.5,19.4,15.3,13.9,14.7,3,4,93,0,81,9,2,2,5,1,315337,1.475000,17113229,9403,29,58,12,2355857,18,15290476,14052240,7721,58,8,5,10,19,8211660,4512,58,21,10,2,4,1,4,0
Lexington,144902,144 LEE,13,AA,3,990,12,10,77,0,45.3,3,10,3,27,8,96.4,0.6,5.7,61,84.3,68,89,93,73,79,90,44,59,73,.,58,90,42.6,17.4,980,20.5,156,82,2,2,4,53,10,30,63700,51379,46592,40023,11,6.3,12,32.2,12.5,13.9,16.4,1,5,94,0,73,9,5,1,7,5,252398,1.420000,8888805,9259,44,47,9,1289482,16,8840032,7699019,8020,55,9,6,11,19,4212626,4388,60,15,12,1,7,1,5,0
Dime Box,144903,144 LEE,13,RE,1,165,26,35,39,1,67.9,10,19,10,9,4,96.5,0,14.3,12,85.7,69,88,75,81,71,87,58,66,77,.,60,87,50,40,.,.,42,21,1,3,1,50,0,46,72392,61064,72392,35846,21,3.9,7.9,57.3,10.1,23.6,45.4,5,9,86,0,90,4,0,1,5,0,717941,1.356000,2540820,13443,25,66,9,464107,24,2384806,2112349,11176,52,10,5,16,16,1103858,5841,44,17,28,2,4,1,4,0
Buffalo,145901,145 LEON,06,AA,3,792,11,27,61,1,53.8,16,12,16,30,9,96.1,0,5.6,48,90.7,72,93,91,78,76,90,46,71,76,.,63,98,37.8,47.1,1062,20.8,133,66,2,4,2,50,11,32,68660,57915,46293,39345,20,6,12,21.2,12.9,25.8,17.2,2,2,97,0,72,7,7,5,7,3,375457,1.424000,7866061,10124,41,48,10,1976025,30,6792316,6211425,7994,57,8,6,11,19,3527889,4540,61,10,16,2,5,0,6,1
Centerville,145902,145 LEON,06,AA,2,763,10,14,76,1,42.5,6,14,6,34,7,96.4,0,4.5,41,93.2,74,94,93,80,68,92,54,56,78,.,67,91,80,21.4,894,22.8,121,64,2,2,4,53,10,29,70000,57167,44438,38910,14,6.3,11.8,23.6,12.7,15.9,12.9,6,3,91,0,73,13,2,2,7,3,289431,1.430000,7444529,10727,42,45,13,1788869,28,8010672,6752630,9730,56,8,4,13,19,3768185,5430,48,29,9,1,7,2,4,0
Normangee,145906,145 LEON,06,AA,2,530,6,6,88,0,40.8,1,10,1,36,6,95.2,0,0,45,93.8,72,92,95,76,87,90,39,75,74,.,63,89,58.1,20,960,20.9,87,42,1,8,5,48,13,25,116683,47106,32047,40087,8,6.1,12.7,28.8,12.6,9.6,26.4,2,0,98,0,79,7,1,0,11,3,323758,1.550000,4936917,8785,31,64,6,964960,22,4980239,4155494,7394,54,9,7,13,18,2221729,3953,68,11,8,0,7,0,6,0
Oakwood,145907,145 LEON,06,AA,2,242,43,11,46,1,71.9,0,15,0,34,11,97.1,0,7.1,12,85.7,48,82,72,59,37,88,37,50,58,.,45,88,44.4,.,.,.,39,21,0,5,0,54,21,21,.,46500,.,36797,22,6.2,11.6,38.2,10.8,4.8,57.9,16,0,84,0,83,5,5,0,7,1,520981,1.370000,2455821,10819,26,64,10,1050836,45,2752394,2318009,10211,51,12,4,12,20,1180118,5199,55,16,18,0,3,0,8,0
Leon,145911,145 LEON,06,RE,3,691,4,20,74,2,46.5,8,13,7,29,8,96.3,0,8.8,52,87.7,72,91,84,81,77,89,67,65,74,88,71,88,54.5,12.5,972,20.5,119,63,1,3,4,53,12,27,58541,61661,49999,40233,11,5.8,10.9,20.5,12.4,9.4,12.8,3,5,92,0,75,11,5,1,7,2,1213084,1.164000,8800601,12483,7,88,5,1174952,12,7268386,6684700,9482,55,8,4,11,21,3685514,5228,65,10,14,0,5,1,5,0
Cleveland,146901,146 LIBERTY,04,AA,7,3473,14,34,51,1,66.8,17,11,15,17,4,94,0,12.2,162,77.6,57,82,83,68,61,81,43,50,66,69,53,95,44.5,19.7,912,15.4,477,220,1,4,5,46,11,32,91698,64437,46344,44491,26,7.3,15.8,46.3,10.5,13.5,21.8,12,7,81,1,68,9,2,11,6,4,159149,1.585000,29472953,8460,51,40,9,3868046,16,32755347,24003319,6890,55,6,6,13,20,13147072,3774,51,13,24,3,4,2,3,1
Dayton,146902,146 LIBERTY,04,AA,9,4954,10,19,70,1,49.6,7,9,6,27,3,94.5,0.2,9.1,287,78.9,63,84,85,71,68,85,48,55,67,57,56,84,44,19.3,964,20.1,648,315,1,3,7,49,11,30,75363,59634,48566,42731,21,7.6,15.7,40.7,10.1,17.6,15.5,5,7,86,2,70,9,4,4,6,6,229574,1.540000,39883078,8010,44,48,8,6456133,18,41147135,32565352,6541,56,6,5,13,20,18159417,3647,59,12,12,4,5,3,4,1
Devers,146903,146 LIBERTY,04,AA,2,141,9,31,61,0,45.4,14,8,14,0,14,96,0,.,0,.,73,93,96,81,79,67,89,74,70,.,76,.,.,.,.,.,33,16,3,0,0,51,9,37,85000,.,.,49320,6,4.3,8.5,18.2,15.1,33.3,6.3,0,0,100,0,79,5,11,6,0,0,3375282,1.297000,3242188,23325,5,92,4,1912013,27,2331893,2147290,15448,48,18,11,12,12,1030149,7411,75,7,11,3,1,2,2,0
Hardin,146904,146 LIBERTY,04,AA,4,1258,4,7,89,0,47,2,10,2,26,2,94.8,0,6.7,85,88.8,52,84,83,60,60,82,32,54,53,.,43,77,49.4,13.2,895,18.6,202,98,1,3,4,49,14,29,70621,55763,45835,41084,13,6.2,12.8,29.6,14.6,10.2,15.2,6,2,92,0,78,5,9,1,4,3,225659,1.333000,11467625,9152,48,44,7,1094329,13,11079928,9296268,7419,57,6,7,12,18,5311260,4239,57,13,15,0,3,0,3,10
