SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT09R,DA0708DR09R,DADC409R,DA0GR09N,DAGC409R,DA311TA10R,DA311TR10R,DA311TW10R,DA311TM10R,DA311TC10R,DA311TS10R,DB311TA10R,DH311TA10R,DW311TA10R,DO311TA10R,DE311TA10R,DACTA10R,DA0CT09R,DA0CC09R,DA0CS09R,DA0CA09R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
McKinney,043907,043 COLLIN,10,RE,32,23774,13,23,60,4,26.9,10,9,10,14,6,95.9,0,2.5,1228,90.7,87,95,96,91,92,98,75,73,93,94,71,93,73.2,42.2,1060,23.4,2602,1692,2,3,10,65,8,13,87523,73782,56755,49384,17,9.1,14.1,35.9,10.2,25.6,10.9,5,7,85,2,81,10,0,5,3,2,375449,1.540000,234674015,10089,31,65,4,48450545,27,272719199,189848191,8162,61,5,6,9,18,116574851,5012,66,17,5,5,2,1,3,0
Melissa,043908,043 COLLIN,10,EX,5,1378,6,16,76,2,24.2,4,10,4,12,9,96.7,0,0,60,93.7,88,95,96,94,90,99,83,78,90,81,84,96,63,38.2,1025,21.6,185,95,3,4,7,51,2,33,88077,64376,52288,46417,12,7.5,14.5,40,9.9,17.9,21.9,1,3,95,1,74,14,0,2,1,9,308310,1.540000,15890821,12652,37,53,11,1371044,13,22097565,12393060,9867,53,13,7,10,18,6536227,5204,57,33,2,1,1,1,4,0
Plano,043910,043 COLLIN,10,RE,70,54683,11,19,49,21,23.6,12,11,12,16,13,96.7,0,2.1,3449,92.1,90,96,97,94,93,99,75,77,94,97,74,96,78,64.4,1165,25.5,6762,3941,1,2,9,58,9,19,88178,77306,60070,52375,24,8.1,13.9,37.6,10.6,33,9.1,5,9,81,4,68,16,3,6,2,5,616733,1.328000,550258723,10208,25,71,5,116608135,26,640967125,449772859,8344,64,4,5,10,17,289117456,5363,61,20,4,8,2,2,1,1
Princeton,043911,043 COLLIN,10,RE,6,2983,6,30,62,2,56.5,12,14,12,21,5,95.8,0,3.2,182,94.7,79,92,97,85,88,99,71,78,80,90,74,94,48.8,21.3,1002,22.4,397,202,1,4,6,51,10,29,115824,72434,53558,44650,10,7.5,14.7,43.9,9.1,9.4,13.7,2,3,93,1,72,8,9,1,4,5,169656,1.490000,28764256,10414,62,32,7,2088702,10,48229206,22793668,8253,58,4,7,10,20,13279142,4808,67,13,8,3,4,1,4,0
Prosper,043912,043 COLLIN,10,EX,5,3627,9,15,73,3,15.3,6,7,6,19,5,96.3,0,1.3,150,94.8,92,98,98,95,94,.,79,85,94,91,82,98,79.4,40.7,1049,23.9,382,249,2,5,9,65,9,10,101091,58564,50535,49279,12,9.5,14.6,52.3,7.6,20.1,18.1,2,8,89,0,79,5,4,5,3,4,468277,1.640000,43041664,13818,28,71,1,4243127,13,134990753,27096257,8699,62,4,5,11,18,16834019,5404,82,10,2,1,2,0,2,0
Wylie,043914,043 COLLIN,10,RE,19,12012,15,20,57,9,26.7,9,8,9,19,8,96.7,0,6.2,622,88,85,94,95,91,89,96,79,80,88,91,77,96,56,29.9,1013,22.4,1577,807,1,3,7,51,9,28,85064,75235,54802,47983,18,7.6,14.9,42.7,9,19.5,11.9,3,4,92,1,76,8,3,4,3,5,260552,1.590000,104550358,9248,46,50,4,11674547,13,104353132,86512893,7653,58,5,6,12,18,50472997,4465,76,13,4,0,3,1,3,0
Blue Ridge,043917,043 COLLIN,10,RE,4,673,2,14,84,1,49.6,4,9,4,25,8,95.9,0,4.8,36,92.9,77,90,89,84,90,97,.,60,80,40,69,98,39.3,9.1,.,19.9,96,51,2,4,2,53,9,30,80532,61703,39661,40671,5,7,13.1,34,10.8,9.8,8.2,0,2,96,2,87,2,3,1,4,3,180682,1.477000,6817376,10787,63,33,5,491603,9,6967858,5469488,8654,55,7,7,14,18,3012407,4766,70,10,7,1,6,1,7,0
Community,043918,043 COLLIN,10,RE,5,1622,4,19,76,2,36.5,5,9,5,29,5,96.3,0,5.7,103,86.2,77,92,93,83,84,91,86,68,78,76,69,95,47.8,22.7,925,21.3,214,111,2,4,4,52,7,31,90399,67097,53264,44474,15,7.6,14.5,42,11,26.9,10.6,2,3,91,4,84,7,0,3,4,3,283542,1.495000,14628553,8980,47,50,3,5164768,43,16847168,11658173,7157,53,5,7,14,21,6173979,3790,71,12,5,1,6,0,4,0
Lovejoy,043919,043 COLLIN,10,EX,5,3214,3,6,86,6,2.7,1,6,1,18,18,96.7,0,.,0,.,95,99,99,97,96,.,90,87,96,98,92,99,.,.,.,.,467,253,1,3,9,54,6,26,118943,78758,64305,49144,14,6.9,12.7,34.5,9.6,21,11,2,4,91,3,80,7,0,0,3,10,458589,1.535000,35343918,12345,33,65,1,7425611,26,44702480,29079851,10157,53,8,7,11,21,15266016,5332,73,13,2,1,3,3,4,0
Wellington,044902,044 COLLINGSWORTH,16,EX,3,548,5,45,50,0,65,11,12,11,26,5,96.5,0,4.4,43,95.6,87,97,97,91,91,96,83,80,93,.,81,94,83.3,13.3,.,19,95,51,2,3,3,53,15,24,77055,60778,53916,43691,18,5.8,10.8,17.7,14.3,16.5,6.9,0,2,98,0,72,14,6,0,7,1,172399,1.020000,6984836,12840,71,22,8,2146316,39,7748072,5279178,9704,58,7,6,11,18,3045763,5599,52,17,16,1,6,1,6,2
Samnorwood,044904,044 COLLINGSWORTH,16,AA,1,100,9,20,71,0,77,0,22,0,31,0,98.1,0,.,2,.,66,93,87,73,67,95,.,40,70,.,62,.,.,.,.,.,23,15,4,0,2,64,4,26,70000,.,50494,41688,0,4.3,6.8,36.4,10.3,21.7,9.6,0,0,100,0,79,9,4,0,8,0,392005,1.040000,1640970,16745,70,27,3,554488,40,1407359,1375937,14040,55,16,0,13,16,760689,7762,73,8,6,0,6,0,7,0
Columbus,045902,045 COLORADO,03,AA,3,1531,16,28,55,1,50.9,8,11,7,29,3,96.2,0,4.2,111,90.8,73,87,90,81,87,97,54,66,81,86,61,97,60,22.8,1013,22.4,208,120,1,3,6,58,19,14,79609,65333,53782,43749,12,7.4,12.8,22.4,14.5,16.2,7.6,4,2,94,0,80,10,4,0,6,0,474596,1.190000,15168029,10019,29,62,10,3310137,27,14172426,12370402,8171,61,5,5,7,22,7539241,4980,57,20,12,1,5,0,5,0
Rice Cons,045903,045 COLORADO,03,AA,6,1322,20,49,31,0,71.8,9,13,9,31,5,95.7,0.5,6.1,61,92.4,63,81,88,70,82,95,49,57,80,.,56,93,85.1,12.5,971,18.3,210,108,1,4,3,52,15,25,87009,65442,54779,45253,29,6.3,12.2,24,14.9,12.5,11.6,3,6,92,0,82,10,0,2,6,0,469686,1.285000,15422747,12087,34,57,9,5921357,39,26478178,12761654,10001,58,5,7,11,19,7453010,5841,60,17,15,0,4,0,4,0
Weimar,045905,045 COLORADO,03,AA,3,596,16,37,46,0,56,14,12,14,33,7,96.9,0,0,56,98.2,79,92,93,87,83,97,46,80,90,.,70,96,68,20.6,973,20.4,106,55,2,3,13,52,13,17,75174,59840,30406,44569,12,5.6,10.8,31.2,12.3,8.1,16.5,0,8,92,0,88,9,0,3,0,0,427938,1.220000,6654482,11336,43,49,8,2007472,37,6559636,5774048,9837,56,7,6,10,21,3241255,5522,59,14,13,1,7,0,6,0
Trinity Charter,046802,046 COMAL,13,EU,5,277,30,26,42,1,95.3,1,59,1,17,0,99.3,1.6,90,1,10,23,57,50,30,37,46,21,6,27,.,22,33,.,.,.,.,97,38,3,5,6,39,1,46,70141,63026,51317,47069,39,2.9,7.4,87.5,1.8,2.6,39.6,16,13,66,5,85,15,0,0,0,0,0,0.000000,6875091,23872,91,2,7,580663,11,5157907,5157907,17909,64,11,14,7,4,3304064,11472,3,95,2,0,0,0,0,0
New Braunfels,046901,046 COMAL,13,AA,12,7809,2,43,54,1,40.8,8,8,8,14,6,95.6,0.1,8.1,416,83.3,83,94,96,88,88,97,75,72,91,83,71,91,59.7,31.3,1010,22.3,950,492,1,3,8,52,1,36,98168,70441,56813,48735,32,8.2,15.9,27.5,12.1,19.2,9.8,0,17,82,1,71,9,4,2,3,12,376859,1.339000,71724592,9600,34,57,9,27859575,54,81678473,57056184,7637,57,7,6,10,21,32285082,4321,71,14,7,1,3,1,2,1
Comal,046902,046 COMAL,13,RE,24,16614,3,31,65,2,31.6,5,9,4,19,11,95.6,0.1,4.5,1072,91.1,86,95,97,90,92,98,86,79,89,85,75,92,69.3,29.3,1007,21.5,2235,1098,1,2,9,49,7,31,92215,72142,55931,49335,22,7.4,15.1,28.8,12.7,22.8,11.4,1,10,89,1,77,9,2,0,5,6,625536,1.310000,162931770,10197,20,74,6,53038561,40,241538955,132049725,8264,58,6,5,11,21,76166139,4767,69,15,7,1,3,1,3,1
Comanche,047901,047 COMANCHE,14,RE,4,1209,0,45,54,1,66.5,9,8,9,25,8,96.3,0,6.7,69,90.7,84,94,97,90,89,96,.,80,87,.,79,89,80.3,16.3,928,18.7,211,112,0,3,3,53,15,26,96000,61343,50392,42348,17,5.7,10.8,16.7,15.5,16.3,11,0,6,94,0,71,9,7,3,6,4,223938,1.030000,11683370,9600,64,27,9,604084,6,14486182,10974979,9018,60,5,5,11,19,6582283,5409,63,11,13,1,5,2,7,0
De Leon,047902,047 COMANCHE,14,RE,4,701,1,29,69,1,55.9,4,7,4,40,5,95.9,0,4.5,49,95.5,77,95,93,83,81,96,.,68,81,.,65,95,60,18.5,980,19.2,115,58,2,3,6,50,16,22,66286,62110,41916,41784,8,6.1,12.1,25.1,13.3,13.4,13.8,0,5,95,0,79,4,6,2,9,0,218897,1.160000,7773806,11585,56,27,18,676431,11,7841592,7050105,10507,60,8,5,9,18,4241387,6321,45,29,18,1,4,1,3,0
Gustine,047903,047 COMANCHE,14,RE,1,230,0,58,42,0,81.3,27,8,27,45,1,96.6,0,0,12,87.5,72,85,90,82,80,91,.,71,74,.,68,95,.,10,.,17.7,37,18,3,3,8,48,13,24,70000,54116,37967,37804,14,6.3,13,50.3,13,5.6,35.4,0,6,94,0,75,5,10,1,10,0,183989,1.108000,2365394,10375,67,20,13,643270,35,2235095,2121847,9306,53,10,4,12,21,1121153,4917,54,10,22,2,5,0,7,0
Sidney,047905,047 COMANCHE,14,EX,1,122,1,18,80,1,59.8,0,9,0,41,3,97,0,0,14,100,88,97,.,92,86,.,.,93,87,.,90,82,0,.,.,.,28,16,2,4,0,57,11,27,91550,63000,.,38592,7,4.3,7.6,37.5,12.8,3.1,14.3,0,0,94,6,81,7,0,0,12,0,173404,1.040000,1569932,11214,77,16,7,242792,19,1741775,1502495,10732,60,9,5,9,16,901261,6438,61,15,11,0,8,0,6,0
Eden Cons,048901,048 CONCHO,15,AA,6,266,2,49,49,0,59,3,9,3,37,3,95.5,0,4,21,88,70,93,98,73,89,98,.,66,73,.,69,82,57.9,9.1,.,20.1,52,25,2,4,8,48,12,27,88200,56997,43629,43101,25,5.1,10.6,16,15.7,8,13,0,0,100,0,73,11,4,0,12,0,532412,1.040000,3486165,13057,42,51,7,219383,7,3501893,3076168,11521,53,10,5,11,21,1617618,6058,56,10,18,0,10,0,5,1
Paint Rock,048903,048 CONCHO,15,RE,2,139,0,41,58,1,76.3,7,7,7,15,3,95.4,0,0,12,100,63,97,.,71,78,.,.,48,71,.,56,100,72.7,25,.,18.7,31,17,3,0,0,55,13,28,75000,52692,.,40098,16,4.5,8,19.9,13.9,5.1,34.9,0,6,94,0,83,0,6,2,10,0,465778,1.440000,1881957,12802,45,49,6,212215,13,3681580,1586050,10789,54,16,6,9,15,860872,5856,70,7,12,0,4,1,6,0
Gainesville,049901,049 COOKE,11,RE,8,2621,9,51,39,2,76.4,21,11,21,15,8,95.7,0,8.4,140,82.6,66,85,89,74,80,91,57,62,74,79,62,88,46.6,23.6,960,20.8,401,202,2,4,8,50,9,27,77194,67744,48698,43712,13,6.5,13,30.5,13.5,14.3,16.2,3,4,92,0,71,8,10,4,3,3,354514,1.275000,27173763,10200,41,44,15,4033553,20,31414885,23738383,8911,57,6,6,10,21,13488251,5063,52,14,23,2,3,0,4,1
Muenster,049902,049 COOKE,11,EX,2,485,0,5,93,2,18.6,2,13,2,43,7,97.1,0,0,35,100,90,97,99,95,91,93,.,83,90,.,85,83,65.5,31.6,1029,21.5,76,43,1,4,4,56,0,35,82650,67333,44617,42681,1,6.3,11.3,28,11.1,11.5,13.7,0,2,98,0,83,7,0,0,9,1,941858,1.167000,5133455,10455,28,70,3,2056347,46,7507598,4454968,9073,59,8,6,11,16,2639030,5375,70,11,5,0,8,0,6,0
Valley View,049903,049 COOKE,11,RE,3,641,0,16,82,2,39.8,6,12,6,28,5,96.5,0,1.8,56,94.5,83,94,.,90,91,93,.,71,85,.,80,81,55.1,14.8,954,22.2,95,55,3,3,5,58,6,25,50091,67219,53240,43187,4,6.8,11.6,27.7,12.8,14.5,6.9,0,4,96,0,73,6,8,0,10,3,277405,1.250000,6300500,9474,58,36,6,973595,16,5781618,5341820,8033,60,6,7,11,17,3176038,4776,61,11,11,1,10,0,5,0
Callisburg,049905,049 COOKE,11,RE,2,1232,2,8,88,2,52.6,2,9,2,25,6,95.9,0,0,93,97.8,77,92,97,86,84,99,62,70,78,85,70,97,48.1,26.3,981,20.5,169,91,1,4,5,54,6,31,130435,73387,46681,46680,5,7.3,13.5,18.6,15.9,26.9,6.3,1,0,97,2,85,7,0,1,4,3,438146,1.330000,14979120,12339,40,52,8,1107960,10,24809428,11696740,9635,56,7,4,11,21,6590316,5429,52,31,7,0,4,1,5,1
Era,049906,049 COOKE,11,EX,1,436,1,11,88,1,30.5,2,12,2,37,7,97,0,2.9,33,94.1,88,96,.,93,90,96,.,92,87,.,80,82,46.7,28.6,1008,21,63,37,2,6,5,59,0,28,75430,57150,44107,45406,1,6.9,11.7,26.9,15,17.6,8.1,0,0,100,0,84,5,0,0,7,5,275767,1.180000,4443613,10008,62,34,4,1298811,35,4665553,3684159,8298,59,7,6,11,18,2155660,4855,71,12,5,0,7,0,5,0
Lindsay,049907,049 COOKE,11,EX,2,530,0,3,95,2,7.9,0,4,0,43,5,98,0,0,34,100,93,98,99,95,96,99,.,.,93,80,89,100,75.9,36.4,1041,23.9,65,40,3,3,5,62,8,19,73340,64277,44598,44850,2,8.1,13.1,11.1,16.3,5,11.3,0,2,98,0,80,2,5,0,9,4,371121,1.100000,4989993,9633,51,47,2,1465732,32,4970777,4049911,7818,58,6,6,11,18,2357518,4551,76,8,3,0,6,0,8,0
Walnut Bend,049908,049 COOKE,11,RE,1,68,4,4,91,0,77.9,0,12,0,0,4,95.7,0,.,0,.,86,97,.,86,80,.,.,.,88,.,87,.,.,.,.,.,15,6,2,2,2,43,27,25,72700,72700,72700,46915,25,4.7,10.9,31.9,17.6,16,16,0,0,100,0,88,4,8,0,0,0,407508,1.040000,900209,12332,46,49,6,478221,62,819558,810658,11105,52,9,7,16,16,419996,5753,64,12,23,0,0,0,0,0
Sivells Bend,049909,049 COOKE,11,AA,1,70,1,13,84,1,40,0,3,0,0,3,94.5,0,.,0,.,53,78,89,58,87,.,.,43,55,.,50,.,.,.,.,.,14,7,2,4,2,50,21,22,73950,73950,73950,42342,0,5.1,10.1,43.4,13.7,27.7,28.8,0,0,100,0,93,0,7,0,0,0,1496787,0.954000,933533,12966,24,68,9,422291,35,922129,835621,11606,50,13,4,12,21,420280,5837,65,11,19,0,0,0,4,0
Evant,050901,050 CORYELL,12,RE,2,240,1,21,77,1,60.8,5,13,5,26,2,96.3,0,0,28,96.4,74,88,.,85,81,98,.,55,81,.,68,92,.,33.3,.,20.9,43,25,2,5,2,58,12,22,74000,62825,52466,38722,7,5.5,9.6,16,10.8,8,29.6,0,0,100,0,82,4,9,0,5,0,320212,1.040000,2827849,10512,63,30,6,1088983,50,2681402,2629111,9774,57,9,6,11,18,1490408,5541,62,11,16,0,6,1,5,0
Gatesville,050902,050 CORYELL,12,RE,5,2804,4,15,79,1,47.6,3,14,3,23,5,95.2,0,1.6,183,92.1,75,90,85,83,84,95,65,68,76,95,65,87,58.3,35.2,1032,21.6,381,206,1,1,5,54,11,27,78257,67080,45491,40590,8,7.4,13.6,26.4,13.8,14.7,8,1,2,97,0,70,11,9,1,5,4,199504,1.128000,24315695,8865,64,30,6,12265059,61,21954637,20002758,7292,57,4,6,11,22,11327040,4129,60,18,11,0,5,1,4,1
Oglesby,050904,050 CORYELL,12,EX,1,171,2,25,73,0,69.6,0,9,0,40,4,96.4,0,22.2,7,77.8,75,87,89,84,86,94,.,80,73,.,73,91,83.3,0,.,18,29,17,7,3,0,58,10,22,53088,57496,.,41360,10,5.8,10.1,17.6,13.8,11.8,6.5,0,0,100,0,81,1,4,0,14,0,197672,1.110000,2158550,11543,74,21,6,114457,6,1796060,1616093,8642,54,13,6,12,15,874801,4678,62,13,13,0,9,0,4,0
Jonesboro,050909,050 CORYELL,12,AA,1,133,0,8,92,0,41.4,2,10,2,52,3,95.9,0,7.1,12,92.9,59,85,81,65,71,.,.,50,60,.,48,91,45.5,0,.,.,28,16,2,3,0,56,4,36,72101,64019,.,42275,7,4.8,8.5,12.8,16.9,17,22.2,0,6,94,0,85,6,0,0,8,1,431086,1.130000,1609346,10251,56,38,6,-311010,-25,1658364,1601553,10201,58,10,6,11,16,929364,5920,69,12,7,0,8,0,4,0
Copperas Cove,050910,050 CORYELL,12,AA,10,8234,26,16,54,4,46.1,2,9,1,17,4,96.2,0,8.7,425,80.3,82,93,94,88,90,97,75,80,85,84,75,93,55.1,21.4,963,20.7,1258,582,1,4,7,46,11,32,102283,67317,54351,46669,23,6.5,14.1,40.5,9.8,13,14.8,9,8,80,3,72,9,10,1,3,5,145005,1.181000,78633197,9913,54,23,23,20535718,32,73871719,67273391,8481,57,8,6,10,20,38377069,4838,62,17,11,1,3,1,4,2
Paducah,051901,051 COTTLE,17,RE,1,235,17,31,51,1,66.4,1,11,0,35,2,96,0,10,17,90,62,88,73,73,71,86,35,59,73,.,55,76,71.4,0,.,16.4,48,28,2,1,4,59,12,22,79000,60000,33247,45028,8,4.9,8.4,19.4,17.4,9,7.8,4,0,96,0,78,7,2,0,12,1,660161,1.040000,3281482,12919,41,49,10,3463333,119,2824573,2624661,10333,61,11,4,7,16,1598171,6292,51,9,23,0,11,0,6,0
Crane,052901,052 CRANE,18,RE,3,1006,4,66,30,0,46.7,10,7,10,21,7,95.4,0,3,58,86.4,72,90,93,81,77,96,68,68,80,.,67,92,.,9.4,896,18.1,169,98,3,2,7,58,12,18,79998,74984,62475,50731,26,5.9,10.3,21.5,15.6,12.6,7.4,3,14,83,0,81,6,3,1,5,4,2006993,1.040000,16469515,16131,38,58,4,14274252,43,15794897,13348390,13074,59,8,3,10,20,7819341,7659,67,11,9,2,4,0,8,0
Crockett County Cons CSD,053001,053 CROCKETT,15,RE,3,743,1,76,23,1,58.8,17,8,16,11,5,96,0,4.4,43,93.3,68,89,96,78,75,92,.,64,81,.,64,94,60,33.3,.,21.7,168,84,1,5,4,50,14,27,67265,43597,47884,44793,47,4.4,8.9,41.3,12.2,7.2,15.5,0,19,81,0,83,8,3,0,5,1,2955694,1.140000,15660904,20743,23,73,4,5275429,20,16767705,9969405,13205,57,7,4,19,14,5644603,7476,65,9,16,1,4,1,5,0
Crosbyton Cons,054901,054 CROSBY,17,AA,5,415,4,66,30,1,73.7,1,10,1,37,5,95.8,0,9.4,26,78.1,65,85,89,75,70,96,67,58,81,.,62,78,77.8,28.6,.,20.4,84,44,2,4,2,53,13,26,68231,60869,45297,40893,37,5,9.4,36.3,10.5,20.6,30.4,0,18,80,2,85,3,5,0,8,0,193185,1.040000,6721938,16435,63,17,20,1619889,38,5561948,4738551,11586,56,9,6,14,16,2641388,6458,61,13,12,1,8,1,6,0
Lorenzo,054902,054 CROSBY,17,AA,2,317,5,76,19,0,84.2,7,16,7,28,5,94.8,2,7.7,11,92.3,50,87,92,58,74,.,44,42,74,.,46,87,83.3,20,.,17.4,92,42,2,4,6,46,15,26,82579,54415,40541,41094,36,3.5,7.6,37.8,12.9,20.4,18.1,2,10,88,0,79,14,0,1,6,0,386759,1.017000,6400400,21623,36,39,25,2605547,69,6355798,5598198,18913,60,11,4,9,17,3347791,11310,29,47,16,1,3,0,5,0
Ralls,054903,054 CROSBY,17,AA,4,541,2,73,24,0,78.9,1,13,1,24,6,94.7,0,16.3,38,83.7,66,86,90,80,70,94,43,61,81,.,61,79,69,20,997,18.6,104,54,2,6,6,52,11,23,71368,59837,52049,37609,22,5.2,10,42.7,9,5.6,19.3,0,6,93,2,81,6,8,0,5,0,186330,1.040000,7926946,14680,66,22,12,1281022,24,6549802,5636341,10438,60,5,6,10,19,3378654,6257,58,12,21,1,5,0,4,0
Culberson County-Allamoore,055901,055 CULBERSON,18,AA,3,487,0,89,8,3,81.9,8,6,7,20,5,94.6,0,2.9,37,97.1,59,85,82,68,67,94,.,57,80,70,56,82,75.9,0,822,14.6,90,46,2,3,7,51,8,29,73562,65461,35262,44523,71,5.4,10.6,21.7,14.4,19.6,18.4,0,57,43,0,88,4,2,1,4,2,628575,1.088000,6830577,13771,37,53,10,1134512,19,6389751,6145230,12390,53,10,6,13,19,3252884,6558,56,10,23,1,4,0,6,0
Dalhart,056901,056 DALLAM,16,RE,5,1665,2,43,54,1,59.5,7,11,7,24,1,95.9,0,4.4,101,86.7,66,86,86,74,83,93,57,58,72,83,57,90,75.8,14.5,.,19.4,274,139,1,2,4,51,16,26,87982,69030,49338,40899,22,6.1,12,36.5,10.5,13.2,18.1,1,6,93,0,81,10,0,2,6,0,269639,1.231000,15756054,9848,43,45,12,1688498,14,17798886,14007888,8755,57,6,6,11,20,7938229,4961,64,11,16,1,4,0,4,1
Texline,056902,056 DALLAM,16,AA,1,168,1,38,60,1,58.3,10,10,10,27,7,96.5,0,0,9,100,71,92,86,77,76,.,.,59,83,.,64,100,100,11.1,.,17.9,32,18,3,6,1,58,16,16,75000,44313,47649,42255,6,5.3,9.2,33,14.2,11.9,6.2,0,0,100,0,90,2,0,0,7,1,544469,1.170000,1988442,12506,38,53,10,647683,34,2032403,1921060,12082,58,12,4,14,12,1117046,7025,70,7,19,1,2,0,1,0
Pegasus Sch of Liberal Arts,057802,057 DALLAS,10,EA,1,470,31,64,4,1,60.6,25,9,25,0,0,95.9,0,4.5,21,90.9,64,88,97,74,68,96,64,64,60,.,61,93,73.7,7.1,898,.,68,44,1,11,13,65,3,7,99225,50803,42715,37979,48,6.9,10.8,95.7,1.4,9,29.6,31,14,52,2,92,6,0,2,0,0,0,0.000000,4191067,8606,92,1,7,1046534,25,3868682,3861319,7929,65,8,5,15,7,2507919,5150,78,7,13,2,0,0,0,0
North Hills Preparatory Sch,057803,057 DALLAS,10,EX,3,1335,5,15,27,53,3.7,3,3,3,0,0,97.2,0,0,87,100,97,99,.,98,97,.,93,93,95,99,94,99,.,58,1175,24.5,153,90,1,2,21,59,3,14,64344,68988,34223,39073,27,8.7,14.8,68.1,5.1,26.1,19.8,4,10,77,9,97,3,0,0,0,0,0,0.000000,9488249,7477,91,7,2,888406,9,8452969,7604651,5993,64,11,9,10,6,4831469,3807,94,6,0,0,0,0,0,0
Dallas Can Academy Charter,057804,057 DALLAS,10,EA,4,2123,48,48,3,1,89.3,16,14,13,23,0,89.9,.,40.7,489,20.4,32,69,.,38,48,82,31,33,48,57,32,45,2.9,0,720,13.7,200,98,2,8,23,49,4,14,100169,59590,52268,45015,82,10.6,21.7,77.6,3.6,5.7,36.2,52,13,19,15,77,16,0,1,6,0,0,0.000000,18733785,10791,86,1,13,81246,1,15710803,15606695,8990,41,15,10,16,17,6438159,3709,42,16,35,5,3,0,0,0
Dallas Community Charter,057805,057 DALLAS,10,EX,1,207,8,66,23,3,66.7,39,5,38,0,0,95.9,.,.,0,.,91,.,.,91,.,.,.,86,.,.,83,.,.,.,.,.,21,11,5,6,6,50,33,0,24393,61758,53979,33837,36,9.7,19.4,65.6,5.2,12,10.3,18,0,73,9,54,4,41,1,0,0,0,0.000000,1328983,6712,84,9,7,401778,36,1324580,1320412,6669,59,12,13,8,9,773697,3908,55,7,34,3,0,0,0,0
Advantage Academy,057806,057 DALLAS,10,AA,1,1507,19,43,34,4,59.5,12,6,11,24,0,95.5,0,.,45,.,64,88,88,75,72,93,57,63,69,83,61,86,14.6,33.3,.,20,198,110,1,2,6,56,0,35,96000,53425,47104,35583,48,7.6,13.7,100,0,9,37.2,23,16,58,3,90,5,0,2,3,0,0,0.000000,12939851,8650,88,2,9,645072,7,11409741,11306218,7558,52,12,7,17,12,5835908,3901,72,7,16,2,3,0,1,0
Life,057807,057 DALLAS,10,RE,4,3434,48,25,25,2,46.4,6,8,6,7,2,96.9,1,5.2,74,93.5,76,91,94,84,79,97,73,73,86,90,72,87,69.6,10.3,847,16,370,198,2,6,5,54,8,26,106481,49413,53339,42875,29,9.3,17.3,63.2,5.3,13.7,22,10,6,83,1,91,7,0,0,1,2,0,0.000000,25805922,8261,89,5,6,535283,2,23250862,22997051,7361,47,9,7,28,9,10804719,3459,70,10,13,1,1,1,5,0
Universal Academy,057808,057 DALLAS,10,RE,2,1396,32,29,3,35,46.6,20,2,19,0,5,97.1,0,0,8,88.9,81,92,94,86,92,98,74,76,92,96,72,90,62.5,20,.,.,150,97,1,11,8,64,11,6,115500,49379,43854,39407,60,9.3,14.4,83.5,3.5,11.4,36.3,39,9,47,4,88,5,0,5,0,2,0,0.000000,11826079,8034,87,4,9,1124152,9,11341199,11341199,7705,44,27,1,11,17,5032297,3419,100,0,0,0,0,0,0,0
Nova Academy,057809,057 DALLAS,10,AA,1,179,35,64,1,0,88.3,48,1,48,0,0,97.7,.,.,0,.,77,88,.,87,71,.,77,79,.,.,74,.,.,.,.,.,22,13,7,14,6,60,9,4,86499,37942,37254,40015,99,8.1,13.5,75.3,4.6,7.5,20.7,90,8,2,0,90,2,0,8,0,0,0,0.000000,1848314,9335,86,1,13,402834,34,1416982,1416982,7156,60,15,2,7,16,850530,4296,78,2,15,5,0,0,0,0
Academy of Dallas,057810,057 DALLAS,10,AA,1,535,80,20,0,0,96.6,4,5,4,0,0,95.4,0,.,0,.,48,71,82,56,79,96,41,58,.,.,48,.,.,.,.,.,67,39,0,5,11,58,24,3,.,43649,29134,29622,91,8,13.8,76.9,4.3,7.7,13.9,85,0,13,3,72,5,21,2,0,0,0,0.000000,4452144,8562,85,0,15,31650,1,4432448,4376552,8416,51,16,13,13,7,2228129,4285,64,4,30,1,0,0,0,0
